Australian,Airline,InFlights,OutFlights,Year
Brisbane,China Southern Airlines,22.0,22.0,2015
Brisbane,Emirates,90.0,90.0,2015
Brisbane,Etihad Airways,30.0,30.0,2015
Brisbane,Eva Air,9.0,8.0,2015
Brisbane,Fiji Airways,27.0,27.0,2015
Brisbane,Hawaiian Airlines,17.0,17.0,2015
Brisbane,Jetstar,27.0,28.0,2015
Brisbane,Korean Air,17.0,17.0,2015
Brisbane,Malaysia Airlines,30.0,30.0,2015
Brisbane,Nauru Airlines,12.0,11.0,2015
Brisbane,Philippine Airlines,13.0,13.0,2015
Brisbane,Qantas Airways,151.0,151.0,2015
Brisbane,Singapore Airlines,90.0,90.0,2015
Brisbane,Solomon Airlines,17.0,17.0,2015
Brisbane,Thai Airways International,30.0,30.0,2015
Brisbane,Virgin Australia,323.0,326.0,2015
Brisbane,Virgin Samoa,4.0,4.0,2015
Cairns,Air New Zealand,11.0,11.0,2015
Cairns,Air Niugini,47.0,48.0,2015
Cairns,Cathay Pacific Airways,16.0,16.0,2015
Cairns,Jetstar,52.0,51.0,2015
Cairns,Qantas Airways,51.0,51.0,2015
Cairns,Silk Air,13.0,13.0,2015
Cairns,United Airlines,9.0,8.0,2015
Darwin,Indonesia AirAsia,17.0,17.0,2015
Darwin,Jetstar,17.0,18.0,2015
Darwin,Jetstar Asia,22.0,22.0,2015
Darwin,Malaysia Airlines,12.0,13.0,2015
Darwin,Philippine Airlines,13.0,13.0,2015
Darwin,Silk Air,25.0,25.0,2015
Gold Coast,Air New Zealand,33.0,33.0,2015
Gold Coast,AirAsia X,21.0,21.0,2015
Gold Coast,Jetstar,95.0,95.0,2015
Gold Coast,Scoot,21.0,21.0,2015
Gold Coast,Virgin Australia,28.0,28.0,2015
Melbourne,Air Caledonie,13.0,12.0,2015
Melbourne,Air China,34.0,34.0,2015
Melbourne,Air India,13.0,13.0,2015
Melbourne,Air New Zealand,143.0,142.0,2015
Melbourne,Air Vanuatu,1.0,1.0,2015
Melbourne,AirAsia X,47.0,47.0,2015
Melbourne,Cathay Pacific Airways,90.0,90.0,2015
Melbourne,China Eastern Airlines,30.0,30.0,2015
Melbourne,China Southern Airlines,42.0,42.0,2015
Melbourne,Emirates,120.0,120.0,2015
Melbourne,Etihad Airways,30.0,30.0,2015
Melbourne,Fiji Airways,30.0,30.0,2015
Melbourne,Garuda Indonesia,41.0,41.0,2015
Melbourne,Indonesia AirAsia Extra,21.0,21.0,2015
Melbourne,Jetstar,217.0,222.0,2015
Melbourne,Malaysia Airlines,82.0,83.0,2015
Melbourne,Philippine Airlines,12.0,12.0,2015
Melbourne,Qantas Airways,238.0,238.0,2015
Melbourne,Qatar Airways,30.0,30.0,2015
Melbourne,Royal Brunei Airlines,30.0,30.0,2015
Melbourne,Sichuan Airlines,13.0,13.0,2015
Melbourne,Singapore Airlines,120.0,120.0,2015
Melbourne,Thai Airways International,60.0,60.0,2015
Melbourne,United Airlines,30.0,30.0,2015
Melbourne,Vietnam Airlines,28.0,28.0,2015
Melbourne,Virgin Australia,101.0,100.0,2015
Norfolk Island,Air New Zealand,4.0,4.0,2015
Perth,Air Mauritius,9.0,8.0,2015
Perth,Air New Zealand,24.0,24.0,2015
Perth,AirAsia X,47.0,47.0,2015
Perth,Cathay Pacific Airways,43.0,43.0,2015
Perth,China Southern Airlines,13.0,12.0,2015
Perth,Emirates,90.0,90.0,2015
Perth,Etihad Airways,29.0,29.0,2015
Perth,Garuda Indonesia,47.0,47.0,2015
Perth,Indonesia AirAsia,102.0,102.0,2015
Perth,Jetstar,77.0,78.0,2015
Perth,Jetstar Asia,45.0,45.0,2015
Perth,Malaysia Airlines,58.0,58.0,2015
Perth,Qantas Airways,4.0,4.0,2015
Perth,Qatar Airways,30.0,30.0,2015
Perth,Scoot,30.0,30.0,2015
Perth,Singapore Airlines,120.0,120.0,2015
Perth,South African Airways,30.0,30.0,2015
Perth,Thai Airways International,30.0,30.0,2015
Perth,Virgin Australia,54.0,53.0,2015
Port Hedland,Virgin Australia,4.0,4.0,2015
Sunshine Coast,Air New Zealand,2.0,2.0,2015
Sydney,Air Caledonie,16.0,16.0,2015
Sydney,Air Canada,30.0,30.0,2015
Sydney,Air China,33.0,33.0,2015
Sydney,Air India,17.0,17.0,2015
Sydney,Air New Zealand,220.0,220.0,2015
Sydney,Air Niugini,8.0,9.0,2015
Sydney,Air Vanuatu,19.0,19.0,2015
Sydney,AirAsia X,30.0,30.0,2015
Sydney,Asiana Airlines,22.0,22.0,2015
Sydney,British Airways,30.0,30.0,2015
Sydney,Cathay Pacific Airways,120.0,120.0,2015
Sydney,Cebu Pacific Air,17.0,17.0,2015
Sydney,China Airlines,30.0,30.0,2015
Sydney,China Eastern Airlines,43.0,43.0,2015
Sydney,China Southern Airlines,60.0,60.0,2015
Sydney,Delta Air Lines,30.0,30.0,2015
Sydney,Emirates,150.0,150.0,2015
Sydney,Etihad Airways,47.0,47.0,2015
Sydney,Fiji Airways,73.0,76.0,2015
Sydney,Garuda Indonesia,40.0,40.0,2015
Sydney,Hawaiian Airlines,30.0,30.0,2015
Sydney,Japan Airlines,30.0,30.0,2015
Sydney,Jetstar,154.0,156.0,2015
Sydney,Korean Air,30.0,30.0,2015
Sydney,LATAM Airlines,30.0,30.0,2015
Sydney,Malaysia Airlines,82.0,81.0,2015
Sydney,Philippine Airlines,21.0,21.0,2015
Sydney,Qantas Airways,613.0,615.0,2015
Sydney,Scoot,30.0,30.0,2015
Sydney,Sichuan Airlines,9.0,9.0,2015
Sydney,Singapore Airlines,120.0,120.0,2015
Sydney,Solomon Airlines,5.0,5.0,2015
Sydney,Thai Airways International,42.0,42.0,2015
Sydney,United Airlines,60.0,60.0,2015
Sydney,Vietnam Airlines,28.0,28.0,2015
Sydney,Virgin Australia,176.0,174.0,2015
Sydney,Virgin Samoa,9.0,9.0,2015
Adelaide,Air New Zealand,21.0,21.0,2015
Adelaide,Cathay Pacific Airways,18.0,18.0,2015
Adelaide,Emirates,31.0,31.0,2015
Adelaide,Jetstar,23.0,24.0,2015
Adelaide,Malaysia Airlines,31.0,31.0,2015
Adelaide,Singapore Airlines,31.0,31.0,2015
Adelaide,Virgin Australia,19.0,17.0,2015
Brisbane,Air Caledonie,9.0,9.0,2015
Brisbane,Air New Zealand,110.0,110.0,2015
Brisbane,Air Niugini,68.0,68.0,2015
Brisbane,Air Vanuatu,11.0,11.0,2015
Brisbane,Cathay Pacific Airways,49.0,49.0,2015
Brisbane,China Airlines,26.0,26.0,2015
Brisbane,China Southern Airlines,21.0,21.0,2015
Brisbane,Emirates,93.0,93.0,2015
Brisbane,Etihad Airways,31.0,31.0,2015
Brisbane,Eva Air,9.0,9.0,2015
Brisbane,Fiji Airways,31.0,31.0,2015
Brisbane,Hawaiian Airlines,17.0,17.0,2015
Brisbane,Jetstar,26.0,25.0,2015
Brisbane,Korean Air,17.0,17.0,2015
Brisbane,Malaysia Airlines,31.0,31.0,2015
Brisbane,Nauru Airlines,14.0,14.0,2015
Brisbane,Philippine Airlines,13.0,13.0,2015
Brisbane,Qantas Airways,169.0,167.0,2015
Brisbane,Singapore Airlines,93.0,93.0,2015
Brisbane,Solomon Airlines,18.0,18.0,2015
Brisbane,Thai Airways International,31.0,31.0,2015
Brisbane,Virgin Australia,355.0,353.0,2015
Brisbane,Virgin Samoa,4.0,4.0,2015
Cairns,Air New Zealand,21.0,21.0,2015
Cairns,Air Niugini,49.0,48.0,2015
Cairns,Cathay Pacific Airways,18.0,18.0,2015
Cairns,Jetstar,64.0,64.0,2015
Cairns,Qantas Airways,51.0,51.0,2015
Cairns,Silk Air,13.0,13.0,2015
Cairns,United Airlines,8.0,9.0,2015
Darwin,Indonesia AirAsia,17.0,17.0,2015
Darwin,Jetstar,15.0,13.0,2015
Darwin,Jetstar Asia,31.0,31.0,2015
Darwin,Malaysia Airlines,14.0,13.0,2015
Darwin,Philippine Airlines,13.0,13.0,2015
Darwin,Silk Air,27.0,27.0,2015
Gold Coast,Air New Zealand,52.0,52.0,2015
Gold Coast,AirAsia X,30.0,30.0,2015
Gold Coast,Jetstar,111.0,111.0,2015
Gold Coast,Scoot,22.0,22.0,2015
Gold Coast,Virgin Australia,32.0,32.0,2015
Melbourne,Air Caledonie,13.0,13.0,2015
Melbourne,Air China,35.0,35.0,2015
Melbourne,Air India,13.0,13.0,2015
Melbourne,Air New Zealand,188.0,185.0,2015
Melbourne,Air Vanuatu,2.0,2.0,2015
Melbourne,AirAsia X,54.0,54.0,2015
Melbourne,Cathay Pacific Airways,93.0,93.0,2015
Melbourne,China Eastern Airlines,31.0,31.0,2015
Melbourne,China Southern Airlines,45.0,45.0,2015
Melbourne,Emirates,124.0,124.0,2015
Melbourne,Etihad Airways,31.0,31.0,2015
Melbourne,Fiji Airways,31.0,31.0,2015
Melbourne,Garuda Indonesia,46.0,46.0,2015
Melbourne,Indonesia AirAsia Extra,22.0,22.0,2015
Melbourne,Jetstar,258.0,262.0,2015
Melbourne,Malaysia Airlines,93.0,92.0,2015
Melbourne,Philippine Airlines,14.0,14.0,2015
Melbourne,Qantas Airways,262.0,262.0,2015
Melbourne,Qatar Airways,31.0,31.0,2015
Melbourne,Royal Brunei Airlines,31.0,31.0,2015
Melbourne,Sichuan Airlines,13.0,13.0,2015
Melbourne,Singapore Airlines,124.0,124.0,2015
Melbourne,Thai Airways International,62.0,62.0,2015
Melbourne,United Airlines,31.0,31.0,2015
Melbourne,Vietnam Airlines,31.0,31.0,2015
Melbourne,Virgin Australia,101.0,100.0,2015
Norfolk Island,Air New Zealand,4.0,4.0,2015
Perth,Air Mauritius,13.0,14.0,2015
Perth,Air New Zealand,30.0,30.0,2015
Perth,AirAsia X,49.0,49.0,2015
Perth,Cathay Pacific Airways,44.0,44.0,2015
Perth,China Southern Airlines,16.0,17.0,2015
Perth,Emirates,68.0,68.0,2015
Perth,Etihad Airways,31.0,31.0,2015
Perth,Garuda Indonesia,48.0,48.0,2015
Perth,Indonesia AirAsia,102.0,102.0,2015
Perth,Jetstar,74.0,72.0,2015
Perth,Jetstar Asia,58.0,58.0,2015
Perth,Malaysia Airlines,62.0,62.0,2015
Perth,Qantas Airways,22.0,22.0,2015
Perth,Qatar Airways,31.0,31.0,2015
Perth,Scoot,31.0,31.0,2015
Perth,Singapore Airlines,124.0,124.0,2015
Perth,South African Airways,31.0,31.0,2015
Perth,Thai Airways International,31.0,31.0,2015
Perth,Virgin Australia,55.0,52.0,2015
Port Hedland,Virgin Australia,2.0,2.0,2015
Sunshine Coast,Air New Zealand,13.0,13.0,2015
Sydney,Air Caledonie,12.0,12.0,2015
Sydney,Air Canada,32.0,31.0,2015
Sydney,Air China,35.0,35.0,2015
Sydney,Air India,18.0,18.0,2015
Sydney,Air New Zealand,274.0,273.0,2015
Sydney,Air Niugini,9.0,8.0,2015
Sydney,Air Vanuatu,23.0,23.0,2015
Sydney,AirAsia X,31.0,31.0,2015
Sydney,Asiana Airlines,22.0,22.0,2015
Sydney,British Airways,31.0,31.0,2015
Sydney,Cathay Pacific Airways,124.0,124.0,2015
Sydney,Cebu Pacific Air,22.0,22.0,2015
Sydney,China Airlines,31.0,31.0,2015
Sydney,China Eastern Airlines,44.0,44.0,2015
Sydney,China Southern Airlines,62.0,62.0,2015
Sydney,Delta Air Lines,31.0,31.0,2015
Sydney,Emirates,155.0,155.0,2015
Sydney,Etihad Airways,49.0,49.0,2015
Sydney,Fiji Airways,83.0,85.0,2015
Sydney,Garuda Indonesia,56.0,57.0,2015
Sydney,Hawaiian Airlines,31.0,31.0,2015
Sydney,Japan Airlines,31.0,31.0,2015
Sydney,Jetstar,173.0,173.0,2015
Sydney,Korean Air,31.0,31.0,2015
Sydney,LATAM Airlines,31.0,31.0,2015
Sydney,Malaysia Airlines,93.0,93.0,2015
Sydney,Philippine Airlines,22.0,22.0,2015
Sydney,Qantas Airways,674.0,675.0,2015
Sydney,Scoot,30.0,30.0,2015
Sydney,Sichuan Airlines,9.0,9.0,2015
Sydney,Singapore Airlines,126.0,124.0,2015
Sydney,Solomon Airlines,4.0,4.0,2015
Sydney,Thai Airways International,45.0,45.0,2015
Sydney,United Airlines,62.0,61.0,2015
Sydney,Vietnam Airlines,31.0,31.0,2015
Sydney,Virgin Australia,182.0,182.0,2015
Sydney,Virgin Samoa,13.0,14.0,2015
Adelaide,Air New Zealand,18.0,18.0,2015
Adelaide,Cathay Pacific Airways,18.0,18.0,2015
Adelaide,Emirates,31.0,31.0,2015
Adelaide,Jetstar,24.0,25.0,2015
Adelaide,Malaysia Airlines,21.0,21.0,2015
Adelaide,Singapore Airlines,31.0,31.0,2015
Adelaide,Virgin Australia,18.0,19.0,2015
Brisbane,Air Caledonie,9.0,9.0,2015
Brisbane,Air New Zealand,107.0,107.0,2015
Brisbane,Air Niugini,61.0,61.0,2015
Brisbane,Air Vanuatu,9.0,8.0,2015
Brisbane,Cathay Pacific Airways,49.0,49.0,2015
Brisbane,China Airlines,26.0,26.0,2015
Brisbane,China Southern Airlines,23.0,23.0,2015
Brisbane,Emirates,93.0,93.0,2015
Brisbane,Etihad Airways,31.0,31.0,2015
Brisbane,Eva Air,8.0,9.0,2015
Brisbane,Fiji Airways,25.0,26.0,2015
Brisbane,Hawaiian Airlines,18.0,18.0,2015
Brisbane,Jetstar,26.0,24.0,2015
Brisbane,Korean Air,18.0,18.0,2015
Brisbane,Malaysia Airlines,8.0,8.0,2015
Brisbane,Nauru Airlines,13.0,13.0,2015
Brisbane,Philippine Airlines,13.0,13.0,2015
Brisbane,Qantas Airways,196.0,196.0,2015
Brisbane,Singapore Airlines,93.0,93.0,2015
Brisbane,Solomon Airlines,17.0,18.0,2015
Brisbane,Thai Airways International,31.0,31.0,2015
Brisbane,Virgin Australia,345.0,344.0,2015
Brisbane,Virgin Samoa,5.0,5.0,2015
Cairns,Air New Zealand,18.0,18.0,2015
Cairns,Air Niugini,48.0,49.0,2015
Cairns,Cathay Pacific Airways,18.0,18.0,2015
Cairns,Jetstar,82.0,81.0,2015
Cairns,Qantas Airways,52.0,52.0,2015
Cairns,Silk Air,14.0,14.0,2015
Cairns,United Airlines,9.0,9.0,2015
Darwin,Indonesia AirAsia,18.0,18.0,2015
Darwin,Jetstar,12.0,12.0,2015
Darwin,Jetstar Asia,20.0,21.0,2015
Darwin,Malaysia Airlines,13.0,14.0,2015
Darwin,Philippine Airlines,13.0,13.0,2015
Darwin,Silk Air,27.0,27.0,2015
Gold Coast,Air New Zealand,35.0,35.0,2015
Gold Coast,AirAsia X,22.0,22.0,2015
Gold Coast,Jetstar,112.0,112.0,2015
Gold Coast,Scoot,14.0,15.0,2015
Gold Coast,Virgin Australia,30.0,30.0,2015
Melbourne,Air Caledonie,11.0,12.0,2015
Melbourne,Air China,36.0,36.0,2015
Melbourne,Air India,14.0,14.0,2015
Melbourne,Air New Zealand,172.0,172.0,2015
Melbourne,AirAsia X,49.0,50.0,2015
Melbourne,Cathay Pacific Airways,93.0,93.0,2015
Melbourne,China Eastern Airlines,31.0,31.0,2015
Melbourne,China Southern Airlines,44.0,44.0,2015
Melbourne,Emirates,124.0,124.0,2015
Melbourne,Etihad Airways,61.0,61.0,2015
Melbourne,Fiji Airways,29.0,30.0,2015
Melbourne,Garuda Indonesia,46.0,46.0,2015
Melbourne,Indonesia AirAsia Extra,22.0,22.0,2015
Melbourne,Jetstar,235.0,234.0,2015
Melbourne,Malaysia Airlines,63.0,64.0,2015
Melbourne,Philippine Airlines,13.0,13.0,2015
Melbourne,Qantas Airways,260.0,260.0,2015
Melbourne,Qatar Airways,31.0,31.0,2015
Melbourne,Royal Brunei Airlines,31.0,31.0,2015
Melbourne,Sichuan Airlines,14.0,14.0,2015
Melbourne,Singapore Airlines,124.0,124.0,2015
Melbourne,Thai Airways International,62.0,62.0,2015
Melbourne,United Airlines,30.0,30.0,2015
Melbourne,Vietnam Airlines,27.0,27.0,2015
Melbourne,Virgin Australia,102.0,102.0,2015
Norfolk Island,Air New Zealand,5.0,5.0,2015
Perth,Air Mauritius,13.0,13.0,2015
Perth,Air New Zealand,27.0,27.0,2015
Perth,AirAsia X,40.0,40.0,2015
Perth,Cathay Pacific Airways,45.0,45.0,2015
Perth,China Southern Airlines,17.0,17.0,2015
Perth,Emirates,62.0,62.0,2015
Perth,Etihad Airways,31.0,31.0,2015
Perth,Garuda Indonesia,49.0,49.0,2015
Perth,Indonesia AirAsia,106.0,106.0,2015
Perth,Jetstar,73.0,70.0,2015
Perth,Jetstar Asia,49.0,49.0,2015
Perth,Malaysia Airlines,46.0,47.0,2015
Perth,Qantas Airways,24.0,24.0,2015
Perth,Qatar Airways,31.0,31.0,2015
Perth,Scoot,28.0,28.0,2015
Perth,Singapore Airlines,124.0,124.0,2015
Perth,South African Airways,26.0,26.0,2015
Perth,Thai Airways International,31.0,31.0,2015
Perth,Virgin Australia,49.0,50.0,2015
Port Hedland,Virgin Australia,4.0,4.0,2015
Sunshine Coast,Air New Zealand,13.0,13.0,2015
Sydney,Air Caledonie,13.0,12.0,2015
Sydney,Air Canada,31.0,31.0,2015
Sydney,Air China,35.0,35.0,2015
Sydney,Air India,13.0,13.0,2015
Sydney,Air New Zealand,257.0,257.0,2015
Sydney,Air Niugini,9.0,10.0,2015
Sydney,Air Vanuatu,18.0,18.0,2015
Sydney,AirAsia X,31.0,31.0,2015
Sydney,Asiana Airlines,22.0,22.0,2015
Sydney,British Airways,31.0,31.0,2015
Sydney,Cathay Pacific Airways,124.0,124.0,2015
Sydney,Cebu Pacific Air,18.0,18.0,2015
Sydney,China Airlines,32.0,32.0,2015
Sydney,China Eastern Airlines,44.0,44.0,2015
Sydney,China Southern Airlines,62.0,62.0,2015
Sydney,Delta Air Lines,31.0,31.0,2015
Sydney,Emirates,155.0,155.0,2015
Sydney,Etihad Airways,49.0,49.0,2015
Sydney,Fiji Airways,74.0,74.0,2015
Sydney,Garuda Indonesia,44.0,44.0,2015
Sydney,Hawaiian Airlines,31.0,31.0,2015
Sydney,Japan Airlines,31.0,31.0,2015
Sydney,Jetstar,154.0,154.0,2015
Sydney,Korean Air,31.0,31.0,2015
Sydney,LATAM Airlines,31.0,31.0,2015
Sydney,Malaysia Airlines,64.0,65.0,2015
Sydney,Philippine Airlines,23.0,23.0,2015
Sydney,Qantas Airways,650.0,651.0,2015
Sydney,Scoot,22.0,22.0,2015
Sydney,Sichuan Airlines,8.0,8.0,2015
Sydney,Singapore Airlines,137.0,138.0,2015
Sydney,Solomon Airlines,5.0,4.0,2015
Sydney,Thai Airways International,44.0,44.0,2015
Sydney,United Airlines,60.0,60.0,2015
Sydney,Vietnam Airlines,27.0,27.0,2015
Sydney,Virgin Australia,178.0,180.0,2015
Sydney,Virgin Samoa,9.0,8.0,2015
Adelaide,Air New Zealand,22.0,22.0,2015
Adelaide,Cathay Pacific Airways,17.0,17.0,2015
Adelaide,Emirates,30.0,30.0,2015
Adelaide,Jetstar,30.0,30.0,2015
Adelaide,Malaysia Airlines,16.0,17.0,2015
Adelaide,Singapore Airlines,30.0,30.0,2015
Adelaide,Virgin Australia,21.0,21.0,2015
Brisbane,Air Caledonie,8.0,8.0,2015
Brisbane,Air New Zealand,98.0,98.0,2015
Brisbane,Air Niugini,58.0,58.0,2015
Brisbane,Air Vanuatu,10.0,11.0,2015
Brisbane,Cathay Pacific Airways,47.0,47.0,2015
Brisbane,China Airlines,26.0,26.0,2015
Brisbane,China Southern Airlines,21.0,21.0,2015
Brisbane,Emirates,90.0,90.0,2015
Brisbane,Etihad Airways,30.0,30.0,2015
Brisbane,Eva Air,9.0,9.0,2015
Brisbane,Fiji Airways,28.0,28.0,2015
Brisbane,Hawaiian Airlines,17.0,17.0,2015
Brisbane,Jetstar,26.0,27.0,2015
Brisbane,Korean Air,17.0,17.0,2015
Brisbane,Nauru Airlines,13.0,13.0,2015
Brisbane,Philippine Airlines,13.0,13.0,2015
Brisbane,Qantas Airways,192.0,188.0,2015
Brisbane,Singapore Airlines,90.0,90.0,2015
Brisbane,Solomon Airlines,17.0,17.0,2015
Brisbane,Thai Airways International,30.0,30.0,2015
Brisbane,Virgin Australia,342.0,341.0,2015
Brisbane,Virgin Samoa,4.0,4.0,2015
Cairns,Air New Zealand,16.0,16.0,2015
Cairns,Air Niugini,46.0,47.0,2015
Cairns,Cathay Pacific Airways,17.0,17.0,2015
Cairns,Jetstar,64.0,63.0,2015
Cairns,Qantas Airways,51.0,51.0,2015
Cairns,Silk Air,12.0,12.0,2015
Cairns,United Airlines,8.0,8.0,2015
Darwin,Indonesia AirAsia,17.0,17.0,2015
Darwin,Jetstar,12.0,13.0,2015
Darwin,Jetstar Asia,22.0,22.0,2015
Darwin,Malaysia Airlines,13.0,12.0,2015
Darwin,Philippine Airlines,13.0,13.0,2015
Darwin,Silk Air,21.0,21.0,2015
Gold Coast,Air New Zealand,38.0,38.0,2015
Gold Coast,AirAsia X,21.0,22.0,2015
Gold Coast,Jetstar,109.0,109.0,2015
Gold Coast,Scoot,19.0,19.0,2015
Gold Coast,Virgin Australia,30.0,30.0,2015
Melbourne,Air Caledonie,11.0,11.0,2015
Melbourne,Air China,34.0,34.0,2015
Melbourne,Air India,12.0,12.0,2015
Melbourne,Air New Zealand,159.0,159.0,2015
Melbourne,AirAsia X,47.0,47.0,2015
Melbourne,Cathay Pacific Airways,90.0,90.0,2015
Melbourne,China Eastern Airlines,35.0,35.0,2015
Melbourne,China Southern Airlines,54.0,54.0,2015
Melbourne,Emirates,120.0,120.0,2015
Melbourne,Etihad Airways,60.0,60.0,2015
Melbourne,Fiji Airways,28.0,29.0,2015
Melbourne,Garuda Indonesia,47.0,47.0,2015
Melbourne,Indonesia AirAsia Extra,22.0,22.0,2015
Melbourne,Jetstar,235.0,237.0,2015
Melbourne,Malaysia Airlines,60.0,60.0,2015
Melbourne,Philippine Airlines,13.0,13.0,2015
Melbourne,Qantas Airways,243.0,242.0,2015
Melbourne,Qatar Airways,30.0,30.0,2015
Melbourne,Royal Brunei Airlines,30.0,30.0,2015
Melbourne,Sichuan Airlines,14.0,14.0,2015
Melbourne,Singapore Airlines,120.0,120.0,2015
Melbourne,Thai Airways International,60.0,60.0,2015
Melbourne,United Airlines,30.0,30.0,2015
Melbourne,Vietnam Airlines,28.0,28.0,2015
Melbourne,Virgin Australia,106.0,107.0,2015
Norfolk Island,Air New Zealand,4.0,4.0,2015
Perth,Air Mauritius,9.0,9.0,2015
Perth,Air New Zealand,30.0,31.0,2015
Perth,AirAsia X,38.0,38.0,2015
Perth,Cathay Pacific Airways,42.0,42.0,2015
Perth,China Southern Airlines,18.0,17.0,2015
Perth,Emirates,60.0,60.0,2015
Perth,Etihad Airways,30.0,30.0,2015
Perth,Garuda Indonesia,47.0,47.0,2015
Perth,Indonesia AirAsia,103.0,103.0,2015
Perth,Jetstar,91.0,90.0,2015
Perth,Jetstar Asia,51.0,51.0,2015
Perth,Malaysia Airlines,36.0,36.0,2015
Perth,Qantas Airways,21.0,21.0,2015
Perth,Qatar Airways,30.0,30.0,2015
Perth,Scoot,27.0,27.0,2015
Perth,Singapore Airlines,120.0,120.0,2015
Perth,South African Airways,30.0,30.0,2015
Perth,Thai Airways International,30.0,30.0,2015
Perth,Virgin Australia,54.0,54.0,2015
Port Hedland,Virgin Australia,4.0,4.0,2015
Sunshine Coast,Air New Zealand,13.0,13.0,2015
Sydney,Air Caledonie,13.0,13.0,2015
Sydney,Air Canada,30.0,30.0,2015
Sydney,Air China,34.0,34.0,2015
Sydney,Air India,18.0,18.0,2015
Sydney,Air New Zealand,232.0,233.0,2015
Sydney,Air Niugini,8.0,8.0,2015
Sydney,Air Vanuatu,19.0,19.0,2015
Sydney,AirAsia X,30.0,30.0,2015
Sydney,Asiana Airlines,27.0,27.0,2015
Sydney,British Airways,30.0,30.0,2015
Sydney,Cathay Pacific Airways,120.0,119.0,2015
Sydney,Cebu Pacific Air,19.0,19.0,2015
Sydney,China Airlines,31.0,31.0,2015
Sydney,China Eastern Airlines,48.0,48.0,2015
Sydney,China Southern Airlines,60.0,60.0,2015
Sydney,Delta Air Lines,30.0,30.0,2015
Sydney,Emirates,150.0,150.0,2015
Sydney,Etihad Airways,47.0,47.0,2015
Sydney,Fiji Airways,78.0,79.0,2015
Sydney,Garuda Indonesia,47.0,47.0,2015
Sydney,Hawaiian Airlines,30.0,30.0,2015
Sydney,Japan Airlines,30.0,30.0,2015
Sydney,Jetstar,149.0,145.0,2015
Sydney,Korean Air,30.0,30.0,2015
Sydney,LATAM Airlines,29.0,28.0,2015
Sydney,Malaysia Airlines,60.0,60.0,2015
Sydney,Philippine Airlines,21.0,21.0,2015
Sydney,Qantas Airways,630.0,629.0,2015
Sydney,Scoot,26.0,26.0,2015
Sydney,Sichuan Airlines,9.0,9.0,2015
Sydney,Singapore Airlines,132.0,132.0,2015
Sydney,Solomon Airlines,4.0,5.0,2015
Sydney,Thai Airways International,42.0,42.0,2015
Sydney,United Airlines,59.0,58.0,2015
Sydney,Vietnam Airlines,29.0,29.0,2015
Sydney,Virgin Australia,184.0,183.0,2015
Sydney,Virgin Samoa,10.0,11.0,2015
Townsville,Jetstar,12.0,13.0,2015
Adelaide,Air New Zealand,27.0,27.0,2015
Adelaide,Cathay Pacific Airways,17.0,17.0,2015
Adelaide,Emirates,31.0,31.0,2015
Adelaide,Jetstar,30.0,30.0,2015
Adelaide,Malaysia Airlines,19.0,18.0,2015
Adelaide,Singapore Airlines,31.0,31.0,2015
Adelaide,Virgin Australia,23.0,22.0,2015
Brisbane,Air Caledonie,9.0,9.0,2015
Brisbane,Air New Zealand,91.0,90.0,2015
Brisbane,Air Niugini,57.0,57.0,2015
Brisbane,Air Vanuatu,10.0,10.0,2015
Brisbane,Cathay Pacific Airways,49.0,49.0,2015
Brisbane,China Airlines,26.0,26.0,2015
Brisbane,China Southern Airlines,24.0,24.0,2015
Brisbane,Emirates,93.0,93.0,2015
Brisbane,Etihad Airways,31.0,31.0,2015
Brisbane,Eva Air,9.0,9.0,2015
Brisbane,Fiji Airways,28.0,29.0,2015
Brisbane,Hawaiian Airlines,18.0,18.0,2015
Brisbane,Jetstar,29.0,30.0,2015
Brisbane,Korean Air,18.0,18.0,2015
Brisbane,Nauru Airlines,15.0,15.0,2015
Brisbane,Philippine Airlines,13.0,13.0,2015
Brisbane,Qantas Airways,191.0,191.0,2015
Brisbane,Singapore Airlines,93.0,93.0,2015
Brisbane,Solomon Airlines,17.0,17.0,2015
Brisbane,Thai Airways International,31.0,31.0,2015
Brisbane,Virgin Australia,345.0,347.0,2015
Brisbane,Virgin Samoa,5.0,5.0,2015
Cairns,Air New Zealand,13.0,13.0,2015
Cairns,Air Niugini,49.0,49.0,2015
Cairns,Cathay Pacific Airways,19.0,19.0,2015
Cairns,Jetstar,61.0,63.0,2015
Cairns,Qantas Airways,53.0,53.0,2015
Cairns,Silk Air,14.0,14.0,2015
Darwin,Indonesia AirAsia,17.0,17.0,2015
Darwin,Jetstar,14.0,14.0,2015
Darwin,Jetstar Asia,18.0,18.0,2015
Darwin,Malaysia Airlines,13.0,14.0,2015
Darwin,Philippine Airlines,13.0,13.0,2015
Darwin,Silk Air,21.0,21.0,2015
Gold Coast,Air New Zealand,42.0,42.0,2015
Gold Coast,AirAsia X,22.0,22.0,2015
Gold Coast,Jetstar,117.0,117.0,2015
Gold Coast,Scoot,18.0,17.0,2015
Gold Coast,Virgin Australia,32.0,32.0,2015
Melbourne,Air Caledonie,13.0,13.0,2015
Melbourne,Air China,38.0,38.0,2015
Melbourne,Air India,14.0,14.0,2015
Melbourne,Air New Zealand,161.0,162.0,2015
Melbourne,AirAsia X,49.0,49.0,2015
Melbourne,Cathay Pacific Airways,93.0,93.0,2015
Melbourne,China Airlines,6.0,6.0,2015
