Australian,Airline,InFlights,OutFlights,Year
Perth,Qantas Airways,69.0,70.0,2012
Perth,Singapore Airlines,70.0,70.0,2012
Perth,South African Airways,25.0,25.0,2012
Perth,Thai Airways International,25.0,25.0,2012
Perth,Tigerair,29.0,29.0,2012
Perth,Virgin Australia,58.0,58.0,2012
Sydney,Aerolineas Argentinas,12.0,12.0,2012
Sydney,Air Austral,7.0,7.0,2012
Sydney,Air Caledonie,24.0,24.0,2012
Sydney,Air Canada,29.0,29.0,2012
Sydney,Air China,44.0,44.0,2012
Sydney,Air Mauritius,5.0,5.0,2012
Sydney,Air New Zealand,268.0,269.0,2012
Sydney,Air Niugini,4.0,8.0,2012
Sydney,Fiji Airways,47.0,47.0,2012
Sydney,Air Vanuatu,24.0,24.0,2012
Sydney,Asiana Airlines,25.0,25.0,2012
Sydney,British Airways,56.0,56.0,2012
Sydney,Cathay Pacific Airways,116.0,115.0,2012
Sydney,China Airlines,21.0,21.0,2012
Sydney,China Eastern Airlines,29.0,28.0,2012
Sydney,China Southern Airlines,52.0,52.0,2012
Sydney,Delta Air Lines,29.0,29.0,2012
Sydney,Emirates,144.0,144.0,2012
Sydney,Etihad Airways,56.0,56.0,2012
Sydney,Garuda Indonesia,55.0,55.0,2012
Sydney,Hainan Airlines,3.0,3.0,2012
Sydney,Hawaiian Airlines,29.0,29.0,2012
Sydney,Japan Airlines,29.0,29.0,2012
Sydney,Jetstar,139.0,144.0,2012
Sydney,Korean Air,29.0,29.0,2012
Sydney,LATAM Airlines,29.0,29.0,2012
Sydney,Malaysia Airlines,58.0,58.0,2012
Sydney,Philippine Airlines,30.0,30.0,2012
Sydney,Qantas Airways,613.0,616.0,2012
Sydney,Singapore Airlines,116.0,116.0,2012
Sydney,Thai Airways International,52.0,53.0,2012
Sydney,United Airlines,57.0,57.0,2012
Sydney,Vietnam Airlines,29.0,28.0,2012
Sydney,Virgin Atlantic Airways,29.0,29.0,2012
Sydney,Virgin Australia,121.0,121.0,2012
Sydney,Virgin Samoa,10.0,11.0,2012
Adelaide,Air New Zealand,25.0,26.0,2012
Adelaide,Cathay Pacific Airways,31.0,31.0,2012
Adelaide,Malaysia Airlines,27.0,27.0,2012
Adelaide,Qantas Airways,13.0,14.0,2012
Adelaide,Singapore Airlines,31.0,31.0,2012
Adelaide,Virgin Australia,21.0,20.0,2012
Brisbane,Air Caledonie,9.0,9.0,2012
Brisbane,Air New Zealand,92.0,92.0,2012
Brisbane,Air Niugini,51.0,47.0,2012
Brisbane,Fiji Airways,28.0,28.0,2012
Brisbane,Air Vanuatu,13.0,13.0,2012
Brisbane,Cathay Pacific Airways,49.0,48.0,2012
Brisbane,China Airlines,26.0,26.0,2012
Brisbane,China Southern Airlines,18.0,18.0,2012
Brisbane,Emirates,93.0,93.0,2012
Brisbane,Etihad Airways,14.0,14.0,2012
Brisbane,Eva Air,9.0,10.0,2012
Brisbane,Jetstar,15.0,17.0,2012
Brisbane,Korean Air,18.0,18.0,2012
Brisbane,Malaysia Airlines,22.0,22.0,2012
Brisbane,Nauru Airlines,4.0,4.0,2012
Brisbane,Qantas Airways,162.0,141.0,2012
Brisbane,Singapore Airlines,86.0,86.0,2012
Brisbane,Solomon Airlines,17.0,17.0,2012
Brisbane,Thai Airways International,24.0,24.0,2012
Brisbane,Virgin Australia,294.0,293.0,2012
Brisbane,Virgin Samoa,5.0,5.0,2012
Cairns,Air New Zealand,17.0,17.0,2012
Cairns,Air Niugini,40.0,39.0,2012
Cairns,Airlines PNG,9.0,9.0,2012
Cairns,Cathay Pacific Airways,31.0,31.0,2012
Cairns,Jetstar,72.0,72.0,2012
Cairns,Qantas Airways,51.0,51.0,2012
Cairns,United Airlines,9.0,9.0,2012
Darwin,Indonesia AirAsia,16.0,16.0,2012
Darwin,Jetstar,87.0,87.0,2012
Darwin,Silk Air,3.0,3.0,2012
Gold Coast,Air New Zealand,27.0,27.0,2012
Gold Coast,AirAsia X,22.0,22.0,2012
Gold Coast,Jetstar,92.0,92.0,2012
Gold Coast,Virgin Australia,31.0,31.0,2012
Melbourne,Air China,23.0,23.0,2012
Melbourne,Air Mauritius,4.0,4.0,2012
Melbourne,Air New Zealand,143.0,144.0,2012
Melbourne,Fiji Airways,12.0,12.0,2012
Melbourne,Air Vanuatu,0.0,5.0,2012
Melbourne,AirAsia X,31.0,31.0,2012
Melbourne,Cathay Pacific Airways,93.0,93.0,2012
Melbourne,China Eastern Airlines,31.0,31.0,2012
Melbourne,China Southern Airlines,45.0,45.0,2012
Melbourne,Emirates,124.0,124.0,2012
Melbourne,Etihad Airways,31.0,31.0,2012
Melbourne,Garuda Indonesia,40.0,40.0,2012
Melbourne,Jetstar,139.0,145.0,2012
Melbourne,Korean Air,14.0,14.0,2012
Melbourne,Malaysia Airlines,62.0,62.0,2012
Melbourne,Philippine Airlines,31.0,31.0,2012
Melbourne,Qantas Airways,216.0,217.0,2012
Melbourne,Qatar Airways,31.0,31.0,2012
Melbourne,Royal Brunei Airlines,21.0,20.0,2012
Melbourne,Singapore Airlines,94.0,93.0,2012
Melbourne,Thai Airways International,55.0,54.0,2012
Melbourne,United Airlines,31.0,30.0,2012
Melbourne,Vietnam Airlines,31.0,31.0,2012
Melbourne,Virgin Australia,119.0,120.0,2012
Norfolk Island,Air New Zealand,4.0,4.0,2012
Perth,Air Mauritius,4.0,4.0,2012
Perth,Air New Zealand,35.0,35.0,2012
Perth,AirAsia X,31.0,31.0,2012
Perth,Cathay Pacific Airways,44.0,44.0,2012
Perth,China Southern Airlines,13.0,13.0,2012
Perth,Emirates,63.0,63.0,2012
Perth,Garuda Indonesia,90.0,90.0,2012
Perth,Indonesia AirAsia,77.0,77.0,2012
Perth,Jetstar,67.0,67.0,2012
Perth,Jetstar Asia,31.0,31.0,2012
Perth,Malaysia Airlines,45.0,44.0,2012
Perth,Qantas Airways,70.0,69.0,2012
Perth,Singapore Airlines,80.0,80.0,2012
Perth,South African Airways,26.0,26.0,2012
Perth,Thai Airways International,27.0,27.0,2012
Perth,Tigerair,31.0,31.0,2012
Perth,Virgin Australia,59.0,59.0,2012
Sydney,Aerolineas Argentinas,14.0,14.0,2012
Sydney,Air Austral,5.0,5.0,2012
Sydney,Air Caledonie,22.0,23.0,2012
Sydney,Air Canada,31.0,31.0,2012
Sydney,Air China,40.0,40.0,2012
Sydney,Air Mauritius,4.0,4.0,2012
Sydney,Air New Zealand,282.0,278.0,2012
Sydney,Air Niugini,5.0,8.0,2012
Sydney,Fiji Airways,55.0,54.0,2012
Sydney,Air Vanuatu,27.0,27.0,2012
Sydney,Asiana Airlines,26.0,26.0,2012
Sydney,British Airways,33.0,35.0,2012
Sydney,Cathay Pacific Airways,124.0,124.0,2012
Sydney,China Airlines,18.0,18.0,2012
Sydney,China Eastern Airlines,31.0,30.0,2012
Sydney,China Southern Airlines,49.0,49.0,2012
Sydney,Delta Air Lines,30.0,30.0,2012
Sydney,Emirates,155.0,155.0,2012
Sydney,Etihad Airways,62.0,62.0,2012
Sydney,Garuda Indonesia,61.0,61.0,2012
Sydney,Hawaiian Airlines,31.0,31.0,2012
Sydney,Japan Airlines,31.0,31.0,2012
Sydney,Jetstar,156.0,161.0,2012
Sydney,Korean Air,31.0,31.0,2012
Sydney,LATAM Airlines,26.0,27.0,2012
Sydney,Malaysia Airlines,62.0,62.0,2012
Sydney,Philippine Airlines,31.0,31.0,2012
Sydney,Qantas Airways,632.0,627.0,2012
Sydney,Singapore Airlines,120.0,120.0,2012
Sydney,Thai Airways International,50.0,50.0,2012
Sydney,United Airlines,62.0,61.0,2012
Sydney,Vietnam Airlines,31.0,31.0,2012
Sydney,Virgin Atlantic Airways,31.0,31.0,2012
Sydney,Virgin Australia,145.0,144.0,2012
Sydney,Virgin Samoa,14.0,13.0,2012
Adelaide,Air New Zealand,24.0,24.0,2012
Adelaide,Cathay Pacific Airways,30.0,30.0,2012
Adelaide,Malaysia Airlines,26.0,26.0,2012
Adelaide,Qantas Airways,14.0,12.0,2012
Adelaide,Singapore Airlines,30.0,30.0,2012
Adelaide,Virgin Australia,21.0,22.0,2012
Brisbane,Air Caledonie,9.0,9.0,2012
Brisbane,Air New Zealand,92.0,92.0,2012
Brisbane,Air Niugini,53.0,47.0,2012
Brisbane,Fiji Airways,29.0,29.0,2012
Brisbane,Air Vanuatu,14.0,13.0,2012
Brisbane,British Airways,1.0,0.0,2012
Brisbane,Cathay Pacific Airways,47.0,48.0,2012
Brisbane,China Airlines,26.0,26.0,2012
Brisbane,China Southern Airlines,17.0,17.0,2012
Brisbane,Emirates,90.0,90.0,2012
Brisbane,Etihad Airways,13.0,13.0,2012
Brisbane,Eva Air,7.0,7.0,2012
Brisbane,Jetstar,23.0,29.0,2012
Brisbane,Korean Air,17.0,17.0,2012
Brisbane,Malaysia Airlines,22.0,22.0,2012
Brisbane,Nauru Airlines,4.0,5.0,2012
Brisbane,Qantas Airways,172.0,139.0,2012
Brisbane,Singapore Airlines,90.0,90.0,2012
Brisbane,Solomon Airlines,17.0,18.0,2012
Brisbane,Thai Airways International,26.0,26.0,2012
Brisbane,Virgin Australia,305.0,307.0,2012
Brisbane,Virgin Samoa,4.0,4.0,2012
Cairns,Air New Zealand,21.0,21.0,2012
Cairns,Air Niugini,39.0,39.0,2012
Cairns,Airlines PNG,9.0,9.0,2012
Cairns,Cathay Pacific Airways,30.0,30.0,2012
Cairns,Jetstar,61.0,61.0,2012
Cairns,Qantas Airways,51.0,51.0,2012
Cairns,United Airlines,9.0,9.0,2012
Darwin,Indonesia AirAsia,17.0,17.0,2012
Darwin,Jetstar,94.0,98.0,2012
Darwin,Silk Air,18.0,18.0,2012
Gold Coast,Air New Zealand,28.0,28.0,2012
Gold Coast,AirAsia X,22.0,21.0,2012
Gold Coast,Jetstar,83.0,83.0,2012
Gold Coast,Qantas Airways,1.0,0.0,2012
Gold Coast,Virgin Australia,30.0,30.0,2012
Melbourne,Air China,21.0,21.0,2012
Melbourne,Air Mauritius,4.0,4.0,2012
Melbourne,Air New Zealand,137.0,137.0,2012
Melbourne,Fiji Airways,13.0,13.0,2012
Melbourne,Air Vanuatu,0.0,1.0,2012
Melbourne,AirAsia X,30.0,30.0,2012
Melbourne,Cathay Pacific Airways,89.0,89.0,2012
Melbourne,China Eastern Airlines,30.0,30.0,2012
Melbourne,China Southern Airlines,42.0,42.0,2012
Melbourne,Emirates,120.0,120.0,2012
Melbourne,Etihad Airways,30.0,30.0,2012
Melbourne,Garuda Indonesia,38.0,38.0,2012
Melbourne,Jetstar,161.0,167.0,2012
Melbourne,Korean Air,12.0,12.0,2012
Melbourne,Malaysia Airlines,60.0,60.0,2012
Melbourne,Philippine Airlines,29.0,29.0,2012
Melbourne,Qantas Airways,209.0,209.0,2012
Melbourne,Qatar Airways,30.0,30.0,2012
Melbourne,Royal Brunei Airlines,30.0,30.0,2012
Melbourne,Singapore Airlines,90.0,90.0,2012
Melbourne,Thai Airways International,55.0,55.0,2012
Melbourne,United Airlines,30.0,30.0,2012
Melbourne,Vietnam Airlines,30.0,30.0,2012
Melbourne,Virgin Australia,107.0,105.0,2012
Norfolk Island,Air New Zealand,5.0,4.0,2012
Perth,Air Mauritius,5.0,5.0,2012
Perth,Air New Zealand,36.0,36.0,2012
Perth,AirAsia X,30.0,30.0,2012
Perth,Cathay Pacific Airways,43.0,43.0,2012
Perth,China Southern Airlines,13.0,13.0,2012
Perth,Emirates,60.0,60.0,2012
Perth,Garuda Indonesia,90.0,90.0,2012
Perth,Indonesia AirAsia,80.0,81.0,2012
Perth,Jetstar,75.0,75.0,2012
Perth,Jetstar Asia,30.0,30.0,2012
Perth,Malaysia Airlines,43.0,44.0,2012
Perth,Qantas Airways,72.0,72.0,2012
Perth,Singapore Airlines,90.0,90.0,2012
Perth,South African Airways,26.0,26.0,2012
Perth,Thai Airways International,25.0,25.0,2012
Perth,Tigerair,30.0,30.0,2012
Perth,Virgin Australia,56.0,55.0,2012
Sydney,Aerolineas Argentinas,11.0,11.0,2012
Sydney,Air Austral,5.0,4.0,2012
Sydney,Air Caledonie,17.0,16.0,2012
Sydney,Air Canada,30.0,30.0,2012
Sydney,Air China,41.0,41.0,2012
Sydney,Air Mauritius,4.0,4.0,2012
Sydney,Air New Zealand,263.0,263.0,2012
Sydney,Air Niugini,4.0,8.0,2012
Sydney,Fiji Airways,55.0,55.0,2012
Sydney,Air Vanuatu,26.0,26.0,2012
Sydney,AirAsia X,30.0,29.0,2012
Sydney,Asiana Airlines,26.0,26.0,2012
Sydney,British Airways,29.0,30.0,2012
Sydney,Cathay Pacific Airways,118.0,118.0,2012
Sydney,China Airlines,17.0,17.0,2012
Sydney,China Eastern Airlines,30.0,30.0,2012
Sydney,China Southern Airlines,48.0,48.0,2012
Sydney,Delta Air Lines,28.0,28.0,2012
Sydney,Emirates,150.0,150.0,2012
Sydney,Etihad Airways,52.0,52.0,2012
Sydney,Garuda Indonesia,60.0,60.0,2012
Sydney,Hawaiian Airlines,30.0,30.0,2012
Sydney,Japan Airlines,30.0,30.0,2012
Sydney,Jetstar,177.0,175.0,2012
Sydney,Korean Air,30.0,30.0,2012
Sydney,LATAM Airlines,23.0,23.0,2012
Sydney,Malaysia Airlines,60.0,60.0,2012
Sydney,Philippine Airlines,29.0,29.0,2012
Sydney,Qantas Airways,643.0,642.0,2012
Sydney,Singapore Airlines,120.0,120.0,2012
Sydney,Thai Airways International,47.0,48.0,2012
Sydney,United Airlines,60.0,60.0,2012
Sydney,Vietnam Airlines,30.0,30.0,2012
Sydney,Virgin Atlantic Airways,30.0,30.0,2012
Sydney,Virgin Australia,152.0,152.0,2012
Sydney,Virgin Samoa,13.0,13.0,2012
Adelaide,Air New Zealand,17.0,17.0,2012
Adelaide,Cathay Pacific Airways,31.0,31.0,2012
Adelaide,Malaysia Airlines,26.0,26.0,2012
Adelaide,Qantas Airways,14.0,14.0,2012
Adelaide,Singapore Airlines,31.0,31.0,2012
Adelaide,Virgin Australia,21.0,21.0,2012
Brisbane,Air Caledonie,9.0,9.0,2012
Brisbane,Air New Zealand,96.0,96.0,2012
Brisbane,Air Niugini,53.0,48.0,2012
Brisbane,Fiji Airways,31.0,31.0,2012
Brisbane,Air Vanuatu,12.0,13.0,2012
Brisbane,Cathay Pacific Airways,49.0,48.0,2012
Brisbane,China Airlines,26.0,26.0,2012
Brisbane,China Southern Airlines,18.0,18.0,2012
Brisbane,Emirates,93.0,93.0,2012
Brisbane,Etihad Airways,13.0,13.0,2012
Brisbane,Eva Air,6.0,6.0,2012
Brisbane,Jetstar,27.0,31.0,2012
Brisbane,Korean Air,15.0,15.0,2012
Brisbane,Malaysia Airlines,21.0,21.0,2012
Brisbane,Nauru Airlines,4.0,4.0,2012
Brisbane,Qantas Airways,155.0,137.0,2012
Brisbane,Singapore Airlines,93.0,93.0,2012
Brisbane,Solomon Airlines,18.0,17.0,2012
Brisbane,Thai Airways International,21.0,21.0,2012
Brisbane,Virgin Australia,270.0,269.0,2012
Brisbane,Virgin Samoa,4.0,4.0,2012
Cairns,Air New Zealand,18.0,18.0,2012
Cairns,Air Niugini,39.0,39.0,2012
Cairns,Airlines PNG,8.0,8.0,2012
Cairns,Cathay Pacific Airways,31.0,31.0,2012
Cairns,Jetstar,58.0,58.0,2012
Cairns,Qantas Airways,54.0,55.0,2012
Cairns,United Airlines,9.0,8.0,2012
Darwin,Jetstar,86.0,87.0,2012
Darwin,Silk Air,17.0,18.0,2012
Gold Coast,Air New Zealand,17.0,17.0,2012
Gold Coast,AirAsia X,22.0,22.0,2012
Gold Coast,Jetstar,71.0,71.0,2012
Gold Coast,Virgin Australia,25.0,25.0,2012
Melbourne,Air China,18.0,18.0,2012
Melbourne,Air Mauritius,4.0,4.0,2012
Melbourne,Air New Zealand,120.0,120.0,2012
Melbourne,Fiji Airways,17.0,17.0,2012
Melbourne,AirAsia X,31.0,31.0,2012
Melbourne,Cathay Pacific Airways,93.0,93.0,2012
Melbourne,China Eastern Airlines,31.0,31.0,2012
Melbourne,China Southern Airlines,45.0,45.0,2012
Melbourne,Emirates,124.0,124.0,2012
Melbourne,Etihad Airways,31.0,31.0,2012
Melbourne,Garuda Indonesia,40.0,40.0,2012
Melbourne,Jetstar,138.0,139.0,2012
Melbourne,Korean Air,13.0,14.0,2012
Melbourne,Malaysia Airlines,62.0,62.0,2012
Melbourne,Philippine Airlines,30.0,30.0,2012
Melbourne,Qantas Airways,206.0,208.0,2012
Melbourne,Qatar Airways,31.0,31.0,2012
Melbourne,Royal Brunei Airlines,31.0,31.0,2012
Melbourne,Singapore Airlines,93.0,93.0,2012
Melbourne,Thai Airways International,53.0,53.0,2012
Melbourne,United Airlines,31.0,31.0,2012
Melbourne,Vietnam Airlines,22.0,22.0,2012
Melbourne,Virgin Australia,109.0,109.0,2012
Norfolk Island,Air New Zealand,4.0,4.0,2012
Perth,Air Mauritius,4.0,4.0,2012
Perth,Air New Zealand,26.0,26.0,2012
Perth,AirAsia X,31.0,31.0,2012
Perth,Cathay Pacific Airways,40.0,40.0,2012
Perth,China Southern Airlines,13.0,13.0,2012
Perth,Emirates,62.0,62.0,2012
Perth,Garuda Indonesia,93.0,93.0,2012
Perth,Indonesia AirAsia,76.0,76.0,2012
Perth,Jetstar,72.0,71.0,2012
Perth,Jetstar Asia,31.0,31.0,2012
Perth,Malaysia Airlines,44.0,43.0,2012
Perth,Qantas Airways,66.0,65.0,2012
Perth,Singapore Airlines,93.0,93.0,2012
Perth,South African Airways,26.0,27.0,2012
Perth,Thai Airways International,27.0,27.0,2012
Perth,Tigerair,31.0,31.0,2012
Perth,Virgin Australia,57.0,57.0,2012
Sydney,Aerolineas Argentinas,14.0,14.0,2012
Sydney,Air Austral,8.0,8.0,2012
Sydney,Air Caledonie,19.0,19.0,2012
Sydney,Air Canada,31.0,31.0,2012
Sydney,Air China,34.0,34.0,2012
Sydney,Air Mauritius,4.0,4.0,2012
Sydney,Air New Zealand,219.0,219.0,2012
Sydney,Air Niugini,4.0,8.0,2012
Sydney,Fiji Airways,58.0,58.0,2012
Sydney,Air Vanuatu,26.0,26.0,2012
Sydney,AirAsia X,31.0,31.0,2012
Sydney,Asiana Airlines,26.0,26.0,2012
Sydney,British Airways,30.0,30.0,2012
Sydney,Cathay Pacific Airways,118.0,118.0,2012
Sydney,China Airlines,18.0,18.0,2012
Sydney,China Eastern Airlines,31.0,31.0,2012
Sydney,China Southern Airlines,48.0,48.0,2012
Sydney,Delta Air Lines,31.0,31.0,2012
Sydney,Emirates,155.0,155.0,2012
Sydney,Etihad Airways,48.0,48.0,2012
Sydney,Garuda Indonesia,60.0,60.0,2012
Sydney,Hawaiian Airlines,31.0,31.0,2012
Sydney,Japan Airlines,31.0,31.0,2012
Sydney,Jetstar,141.0,145.0,2012
Sydney,Korean Air,31.0,31.0,2012
Sydney,LATAM Airlines,27.0,26.0,2012
Sydney,Malaysia Airlines,62.0,62.0,2012
Sydney,Philippine Airlines,31.0,30.0,2012
Sydney,Qantas Airways,635.0,635.0,2012
Sydney,Singapore Airlines,118.0,118.0,2012
Sydney,Thai Airways International,48.0,47.0,2012
Sydney,United Airlines,62.0,62.0,2012
Sydney,Vietnam Airlines,23.0,23.0,2012
Sydney,Virgin Atlantic Airways,31.0,31.0,2012
Sydney,Virgin Australia,157.0,158.0,2012
Sydney,Virgin Samoa,13.0,13.0,2012
Adelaide,Air New Zealand,17.0,17.0,2012
Adelaide,Cathay Pacific Airways,30.0,30.0,2012
Adelaide,Malaysia Airlines,26.0,26.0,2012
Adelaide,Qantas Airways,13.0,13.0,2012
Adelaide,Singapore Airlines,30.0,30.0,2012
Adelaide,Virgin Australia,22.0,22.0,2012
Brisbane,Air Caledonie,8.0,8.0,2012
Brisbane,Air New Zealand,96.0,96.0,2012
Brisbane,Air Niugini,52.0,49.0,2012
Brisbane,Fiji Airways,30.0,30.0,2012
Brisbane,Air Vanuatu,13.0,13.0,2012
Brisbane,Cathay Pacific Airways,47.0,47.0,2012
Brisbane,China Airlines,26.0,26.0,2012
Brisbane,China Southern Airlines,17.0,17.0,2012
Brisbane,Emirates,90.0,90.0,2012
Brisbane,Etihad Airways,13.0,13.0,2012
Brisbane,Eva Air,8.0,8.0,2012
Brisbane,Jetstar,30.0,30.0,2012
Brisbane,Korean Air,17.0,17.0,2012
Brisbane,Malaysia Airlines,22.0,22.0,2012
Brisbane,Nauru Airlines,4.0,4.0,2012
Brisbane,Qantas Airways,164.0,142.0,2012
Brisbane,Singapore Airlines,90.0,90.0,2012
Brisbane,Solomon Airlines,18.0,19.0,2012
Brisbane,Thai Airways International,30.0,30.0,2012
Brisbane,Virgin Australia,293.0,296.0,2012
Brisbane,Virgin Samoa,5.0,5.0,2012
Cairns,Air New Zealand,19.0,19.0,2012
Cairns,Air Niugini,39.0,40.0,2012
Cairns,Airlines PNG,8.0,8.0,2012
Cairns,Cathay Pacific Airways,30.0,30.0,2012
Cairns,Jetstar,54.0,54.0,2012
Cairns,Qantas Airways,50.0,50.0,2012
Cairns,United Airlines,8.0,9.0,2012
Darwin,Jetstar,89.0,90.0,2012
Darwin,Silk Air,17.0,17.0,2012
Gold Coast,Air New Zealand,23.0,23.0,2012
Gold Coast,AirAsia X,21.0,22.0,2012
Gold Coast,Jetstar,79.0,79.0,2012
Gold Coast,Scoot,13.0,13.0,2012
Gold Coast,Virgin Australia,26.0,26.0,2012
Melbourne,Air China,21.0,21.0,2012
Melbourne,Air New Zealand,119.0,120.0,2012
Melbourne,Fiji Airways,19.0,19.0,2012
Melbourne,Air Vanuatu,3.0,3.0,2012
Melbourne,AirAsia X,30.0,30.0,2012
Melbourne,Cathay Pacific Airways,90.0,90.0,2012
Melbourne,China Eastern Airlines,30.0,30.0,2012
Melbourne,China Southern Airlines,40.0,40.0,2012
Melbourne,Emirates,120.0,120.0,2012
Melbourne,Etihad Airways,30.0,30.0,2012
Melbourne,Garuda Indonesia,39.0,39.0,2012
Melbourne,Jetstar,146.0,143.0,2012
Melbourne,Korean Air,12.0,12.0,2012
Melbourne,Malaysia Airlines,60.0,60.0,2012
Melbourne,Philippine Airlines,30.0,30.0,2012
Melbourne,Qantas Airways,205.0,204.0,2012
Melbourne,Qatar Airways,30.0,30.0,2012
Melbourne,Royal Brunei Airlines,30.0,30.0,2012
Melbourne,Singapore Airlines,90.0,90.0,2012
Melbourne,Thai Airways International,52.0,52.0,2012
Melbourne,United Airlines,29.0,29.0,2012
Melbourne,Vietnam Airlines,27.0,27.0,2012
Melbourne,Virgin Australia,105.0,106.0,2012
Norfolk Island,Air New Zealand,4.0,4.0,2012
Perth,Air Mauritius,9.0,8.0,2012
Perth,Air New Zealand,26.0,26.0,2012
Perth,AirAsia X,31.0,31.0,2012
Perth,Cathay Pacific Airways,39.0,38.0,2012
Perth,China Southern Airlines,13.0,13.0,2012
Perth,Emirates,61.0,61.0,2012
Perth,Garuda Indonesia,75.0,75.0,2012
Perth,Indonesia AirAsia,73.0,73.0,2012
Perth,Jetstar,82.0,84.0,2012
Perth,Jetstar Asia,30.0,30.0,2012
Perth,Malaysia Airlines,43.0,43.0,2012
Perth,Qantas Airways,64.0,65.0,2012
Perth,Singapore Airlines,90.0,90.0,2012
Perth,South African Airways,26.0,25.0,2012
Perth,Thai Airways International,28.0,28.0,2012
Perth,Tigerair,30.0,30.0,2012
Perth,Virgin Australia,55.0,56.0,2012
Sydney,Aerolineas Argentinas,13.0,13.0,2012
Sydney,Air Austral,7.0,8.0,2012
Sydney,Air Caledonie,16.0,17.0,2012
Sydney,Air Canada,30.0,30.0,2012
Sydney,Air China,38.0,38.0,2012
Sydney,Air New Zealand,215.0,215.0,2012
Sydney,Air Niugini,5.0,9.0,2012
Sydney,Fiji Airways,55.0,55.0,2012
Sydney,Air Vanuatu,26.0,26.0,2012
Sydney,AirAsia X,30.0,30.0,2012
Sydney,Asiana Airlines,26.0,26.0,2012
Sydney,British Airways,30.0,30.0,2012
Sydney,Cathay Pacific Airways,112.0,112.0,2012
Sydney,China Airlines,17.0,17.0,2012
Sydney,China Eastern Airlines,30.0,30.0,2012
Sydney,China Southern Airlines,50.0,50.0,2012
Sydney,Delta Air Lines,30.0,30.0,2012
Sydney,Emirates,150.0,150.0,2012
Sydney,Etihad Airways,47.0,47.0,2012
Sydney,Garuda Indonesia,60.0,60.0,2012
Sydney,Hawaiian Airlines,30.0,30.0,2012
Sydney,Japan Airlines,30.0,30.0,2012
Sydney,Jetstar,162.0,161.0,2012
Sydney,Korean Air,30.0,30.0,2012
Sydney,LATAM Airlines,24.0,24.0,2012
Sydney,Malaysia Airlines,60.0,60.0,2012
Sydney,Philippine Airlines,30.0,30.0,2012
Sydney,Qantas Airways,624.0,626.0,2012
Sydney,Scoot,26.0,26.0,2012
Sydney,Singapore Airlines,120.0,120.0,2012
Sydney,Thai Airways International,50.0,50.0,2012
Sydney,United Airlines,58.0,58.0,2012
Sydney,Vietnam Airlines,28.0,28.0,2012
Sydney,Virgin Atlantic Airways,30.0,30.0,2012
Sydney,Virgin Australia,164.0,162.0,2012
Sydney,Virgin Samoa,13.0,13.0,2012
Adelaide,Air New Zealand,22.0,22.0,2012
Adelaide,Cathay Pacific Airways,30.0,30.0,2012
Adelaide,Malaysia Airlines,26.0,27.0,2012
Adelaide,Qantas Airways,13.0,13.0,2012
Adelaide,Singapore Airlines,45.0,45.0,2012
Adelaide,Virgin Australia,22.0,22.0,2012
Brisbane,Air Caledonie,9.0,9.0,2012
Brisbane,Air New Zealand,117.0,115.0,2012
Brisbane,Air Niugini,49.0,47.0,2012
Brisbane,Air Vanuatu,14.0,14.0,2012
Brisbane,Cathay Pacific Airways,48.0,47.0,2012
Brisbane,China Airlines,28.0,28.0,2012
Brisbane,China Southern Airlines,18.0,18.0,2012
Brisbane,Emirates,93.0,93.0,2012
Brisbane,Etihad Airways,13.0,13.0,2012
Brisbane,Eva Air,8.0,8.0,2012
Brisbane,Fiji Airways,31.0,31.0,2012
Brisbane,Jetstar,28.0,28.0,2012
Brisbane,Korean Air,18.0,18.0,2012
Brisbane,Malaysia Airlines,22.0,22.0,2012
Brisbane,Nauru Airlines,4.0,4.0,2012
Brisbane,Qantas Airways,184.0,148.0,2012
Brisbane,Singapore Airlines,93.0,93.0,2012
Brisbane,Solomon Airlines,19.0,19.0,2012
Brisbane,Thai Airways International,31.0,31.0,2012
Brisbane,Virgin Australia,353.0,357.0,2012
Brisbane,Virgin Samoa,4.0,4.0,2012
Cairns,Air New Zealand,28.0,26.0,2012
Cairns,Air Niugini,41.0,40.0,2012
Cairns,Airlines PNG,9.0,9.0,2012
Cairns,Cathay Pacific Airways,30.0,30.0,2012
Cairns,Jetstar,65.0,64.0,2012
Cairns,Qantas Airways,51.0,53.0,2012
Cairns,United Airlines,9.0,9.0,2012
Darwin,Jetstar,104.0,105.0,2012
Darwin,Silk Air,18.0,18.0,2012
Gold Coast,Air New Zealand,36.0,35.0,2012
Gold Coast,AirAsia X,20.0,20.0,2012
Gold Coast,Jetstar,89.0,89.0,2012
Gold Coast,Scoot,23.0,22.0,2012
Gold Coast,Virgin Australia,31.0,31.0,2012
Melbourne,Air China,22.0,22.0,2012
Melbourne,Air New Zealand,157.0,157.0,2012
Melbourne,Air Vanuatu,4.0,4.0,2012
Melbourne,AirAsia X,31.0,31.0,2012
Melbourne,Cathay Pacific Airways,90.0,90.0,2012
Melbourne,China Eastern Airlines,31.0,31.0,2012
Melbourne,China Southern Airlines,31.0,31.0,2012
Melbourne,Emirates,124.0,124.0,2012
Melbourne,Etihad Airways,31.0,31.0,2012
Melbourne,Fiji Airways,22.0,22.0,2012
Melbourne,Garuda Indonesia,40.0,40.0,2012
Melbourne,Jetstar,175.0,173.0,2012
Melbourne,Korean Air,13.0,13.0,2012
