Australian,Airline,InFlights,OutFlights,Year
Adelaide,Qatar Airways,22,22,2017
Adelaide,Singapore Airlines,30,30,2017
Adelaide,Air New Zealand,17,17,2017
Brisbane,Air Canada,30,30,2017
Brisbane,Eva Air,21,21,2017
Brisbane,China Airlines,31,31,2017
Brisbane,Cathay Pacific Airways,44,44,2017
Brisbane,China Southern Airlines,30,30,2017
Brisbane,Virgin Australia,316,317,2017
Brisbane,Virgin Samoa,4,4,2017
Brisbane,Emirates,90,90,2017
Brisbane,Etihad Airways,30,30,2017
Brisbane,Fiji Airways,28,28,2017
Brisbane,Hawaiian Airlines,13,13,2017
Brisbane,Solomon Airlines,18,19,2017
Brisbane,Jetstar,17,17,2017
Brisbane,Korean Air,17,17,2017
Brisbane,China Eastern Airlines,17,17,2017
Brisbane,Air Vanuatu,11,11,2017
Brisbane,Malindo Air,30,30,2017
Brisbane,Nauru Airlines,14,14,2017
Brisbane,Philippine Airlines,17,17,2017
Brisbane,Air Niugini,31,30,2017
Brisbane,Qantas Airways,244,242,2017
Brisbane,Air Caledonie,9,9,2017
Brisbane,Singapore Airlines,103,103,2017
Brisbane,Air New Zealand,86,85,2017
Brisbane,Thai Airways International,30,30,2017
Canberra,Singapore Airlines,34,34,2017
Cairns,Cathay Pacific Airways,14,14,2017
Cairns,Hong Kong Airlines,13,14,2017
Cairns,Jetstar,57,58,2017
Cairns,Silk Air,17,17,2017
Cairns,Philippine Airlines,36,36,2017
Cairns,Air Niugini,56,56,2017
Cairns,Air New Zealand,10,10,2017
Darwin,Jetstar Asia,30,30,2017
Darwin,Jetstar,17,18,2017
Darwin,Malaysia Airlines,11,10,2017
Darwin,Silk Air,21,21,2017
Darwin,Philippine Airlines,17,17,2017
Darwin,Indonesia AirAsia,17,17,2017
Melbourne,Sichuan Airlines,13,13,2017
Melbourne,Air India,13,13,2017
Melbourne,Royal Brunei Airlines,30,30,2017
Melbourne,Air China,33,33,2017
Melbourne,China Airlines,10,10,2017
Melbourne,Cathay Pacific Airways,90,90,2017
Melbourne,China Southern Airlines,68,68,2017
Melbourne,AirAsia X,60,60,2017
Melbourne,Virgin Australia,104,103,2017
Melbourne,Emirates,120,120,2017
Melbourne,Etihad Airways,60,60,2017
Melbourne,Fiji Airways,30,30,2017
Melbourne,Garuda Indonesia,49,49,2017
Melbourne,Hainan Airlines,16,17,2017
Melbourne,Beijing Capital Airlines,13,13,2017
Melbourne,Jetstar,221,224,2017
Melbourne,Xiamen Airlines,10,10,2017
Melbourne,Malaysia Airlines,60,60,2017
Melbourne,China Eastern Airlines,41,41,2017
Melbourne,Philippine Airlines,13,13,2017
Melbourne,Qantas Airways,289,289,2017
Melbourne,Qatar Airways,30,30,2017
Melbourne,Air Caledonie,12,11,2017
Melbourne,Singapore Airlines,120,120,2017
Melbourne,Air New Zealand,145,145,2017
Melbourne,Thai Airways International,60,60,2017
Melbourne,Scoot,22,22,2017
Melbourne,United Airlines,30,29,2017
Melbourne,Vietnam Airlines,28,28,2017
Gold Coast,AirAsia X,77,77,2017
Gold Coast,Virgin Australia,29,29,2017
Gold Coast,Hong Kong Airlines,13,14,2017
Gold Coast,Jetstar,78,77,2017
Gold Coast,Air New Zealand,35,35,2017
Gold Coast,Scoot,17,16,2017
Perth,Jetstar Asia,55,55,2017
Perth,Cathay Pacific Airways,39,38,2017
Perth,China Southern Airlines,17,18,2017
Perth,AirAsia X,60,60,2017
Perth,Emirates,60,60,2017
Perth,Etihad Airways,30,30,2017
Perth,Garuda Indonesia,46,46,2017
Perth,Batik Air Indonesia,19,18,2017
Perth,Jetstar,90,90,2017
Perth,Malaysia Airlines,33,33,2017
Perth,Air Mauritius,8,8,2017
Perth,Malindo Air,43,43,2017
Perth,Qantas Airways,30,31,2017
Perth,Qatar Airways,30,30,2017
Perth,Indonesia AirAsia,90,90,2017
Perth,South African Airways,30,30,2017
Perth,Singapore Airlines,120,120,2017
Perth,Air New Zealand,28,28,2017
Perth,Thai Airways International,30,30,2017
Perth,Scoot,30,30,2017
Port Hedland,Virgin Australia,4,4,2017
Sydney,Sichuan Airlines,9,9,2017
Sydney,Cebu Pacific Air,18,18,2017
Sydney,American Airlines,30,30,2017
Sydney,Air Canada,30,30,2017
Sydney,Air India,17,17,2017
Sydney,British Airways,30,30,2017
Sydney,Air China,51,51,2017
Sydney,China Airlines,30,30,2017
Sydney,Cathay Pacific Airways,111,110,2017
Sydney,China Southern Airlines,73,73,2017
Sydney,AirAsia X,58,58,2017
Sydney,Virgin Australia,179,178,2017
Sydney,Virgin Samoa,9,10,2017
Sydney,Delta Air Lines,30,30,2017
Sydney,Emirates,150,150,2017
Sydney,Etihad Airways,60,60,2017
Sydney,Fiji Airways,71,69,2017
Sydney,Garuda Indonesia,51,51,2017
Sydney,Hawaiian Airlines,30,30,2017
Sydney,Hainan Airlines,18,18,2017
Sydney,Japan Airlines,30,30,2017
Sydney,Jetstar,179,179,2017
Sydney,Korean Air,30,30,2017
Sydney,LATAM Airlines,28,28,2017
Sydney,Xiamen Airlines,24,24,2017
Sydney,Malaysia Airlines,60,60,2017
Sydney,China Eastern Airlines,89,88,2017
Sydney,Air Vanuatu,19,19,2017
Sydney,All Nippon Airways,30,30,2017
Sydney,Asiana Airlines,21,21,2017
Sydney,Philippine Airlines,29,30,2017
Sydney,Air Niugini,13,12,2017
Sydney,Qantas Airways,745,748,2017
Sydney,Qatar Airways,30,30,2017
Sydney,Air Caledonie,13,14,2017
Sydney,Singapore Airlines,146,145,2017
Sydney,Air New Zealand,215,213,2017
Sydney,Thai Airways International,47,47,2017
Sydney,Scoot,30,30,2017
Sydney,United Airlines,59,58,2017
Sydney,Vietnam Airlines,40,40,2017
Townsville,Jetstar,13,12,2017
Townsville,Air Niugini,9,9,2017
Adelaide,Air New Zealand,22,22,2017
Adelaide,Cathay Pacific Airways,22,22,2017
Adelaide,China Southern Airlines,13,13,2017
Adelaide,Emirates,31,31,2017
Adelaide,Fiji Airways,9,9,2017
Adelaide,Jetstar,44,44,2017
Adelaide,Malaysia Airlines,18,18,2017
Adelaide,Qatar Airways,22,22,2017
Adelaide,Singapore Airlines,31,31,2017
Brisbane,Air Caledonie,9,9,2017
Brisbane,Air Canada,31,31,2017
Brisbane,Air New Zealand,96,95,2017
Brisbane,Air Niugini,30,31,2017
Brisbane,Air Vanuatu,12,11,2017
Brisbane,Cathay Pacific Airways,49,49,2017
Brisbane,China Airlines,32,32,2017
Brisbane,China Eastern Airlines,18,18,2017
Brisbane,China Southern Airlines,31,31,2017
Brisbane,Emirates,93,93,2017
Brisbane,Etihad Airways,31,31,2017
Brisbane,Eva Air,22,22,2017
Brisbane,Fiji Airways,30,29,2017
Brisbane,Hawaiian Airlines,14,14,2017
Brisbane,Jetstar,17,17,2017
Brisbane,Korean Air,18,18,2017
Brisbane,Malindo Air,31,31,2017
Brisbane,Nauru Airlines,14,14,2017
Brisbane,Philippine Airlines,18,18,2017
Brisbane,Qantas Airways,256,255,2017
Brisbane,Singapore Airlines,107,107,2017
Brisbane,Solomon Airlines,18,19,2017
Brisbane,Thai Airways International,31,31,2017
Brisbane,Virgin Australia,357,357,2017
Brisbane,Virgin Samoa,5,5,2017
Cairns,Air New Zealand,22,22,2017
Cairns,Air Niugini,56,56,2017
Cairns,Cathay Pacific Airways,18,18,2017
Cairns,Hong Kong Airlines,19,18,2017
Cairns,Jetstar,68,68,2017
Cairns,Philippine Airlines,34,34,2017
Cairns,Silk Air,22,22,2017
Canberra,Singapore Airlines,36,36,2017
Darwin,Indonesia AirAsia,18,18,2017
Darwin,Jetstar,18,18,2017
Darwin,Jetstar Asia,18,19,2017
Darwin,Malaysia Airlines,11,11,2017
Darwin,Philippine Airlines,18,18,2017
Darwin,Silk Air,22,22,2017
Gold Coast,Air New Zealand,52,52,2017
Gold Coast,AirAsia X,80,80,2017
Gold Coast,Hong Kong Airlines,19,18,2017
Gold Coast,Jetstar,97,96,2017
Gold Coast,Scoot,13,14,2017
Gold Coast,Scoot Tigerair,4,4,2017
Gold Coast,Virgin Australia,31,30,2017
Melbourne,Air Caledonie,10,11,2017
Melbourne,Air China,44,44,2017
Melbourne,Air India,14,14,2017
Melbourne,Air New Zealand,196,195,2017
Melbourne,AirAsia X,62,62,2017
Melbourne,Beijing Capital Airlines,13,13,2017
Melbourne,Cathay Pacific Airways,90,90,2017
Melbourne,China Airlines,12,12,2017
Melbourne,China Eastern Airlines,44,44,2017
Melbourne,China Southern Airlines,75,75,2017
Melbourne,Emirates,124,124,2017
Melbourne,Etihad Airways,62,62,2017
Melbourne,Fiji Airways,33,33,2017
Melbourne,Garuda Indonesia,53,53,2017
Melbourne,Hainan Airlines,18,18,2017
Melbourne,Jetstar,253,256,2017
Melbourne,Malaysia Airlines,62,62,2017
Melbourne,Philippine Airlines,13,13,2017
Melbourne,Qantas Airways,324,323,2017
Melbourne,Qatar Airways,31,31,2017
Melbourne,Royal Brunei Airlines,31,31,2017
Melbourne,Scoot,18,18,2017
Melbourne,Scoot Tigerair,3,3,2017
Melbourne,Sichuan Airlines,14,14,2017
Melbourne,Singapore Airlines,131,131,2017
Melbourne,Thai Airways International,62,62,2017
Melbourne,United Airlines,31,29,2017
Melbourne,Vietnam Airlines,31,31,2017
Melbourne,Virgin Australia,136,137,2017
Melbourne,Xiamen Airlines,13,13,2017
Perth,Air Mauritius,13,13,2017
Perth,Air New Zealand,31,31,2017
Perth,AirAsia X,62,62,2017
Perth,Batik Air Indonesia,62,62,2017
Perth,Cathay Pacific Airways,43,43,2017
Perth,China Southern Airlines,17,17,2017
Perth,Emirates,62,62,2017
Perth,Etihad Airways,31,31,2017
Perth,Garuda Indonesia,49,49,2017
Perth,Indonesia AirAsia,93,93,2017
Perth,Jetstar,93,93,2017
Perth,Jetstar Asia,55,55,2017
Perth,Malaysia Airlines,36,36,2017
Perth,Malindo Air,52,52,2017
Perth,Qantas Airways,31,31,2017
Perth,Qatar Airways,31,31,2017
Perth,Scoot,24,23,2017
Perth,Scoot Tigerair,7,8,2017
Perth,Singapore Airlines,124,124,2017
Perth,South African Airways,31,31,2017
Perth,Thai Airways International,31,31,2017
Port Hedland,Virgin Australia,5,5,2017
Sunshine Coast,Air New Zealand,14,14,2017
Sydney,Air Caledonie,14,13,2017
Sydney,Air Canada,31,31,2017
Sydney,Air China,49,49,2017
Sydney,Air India,17,17,2017
Sydney,Air New Zealand,252,255,2017
Sydney,Air Niugini,13,14,2017
Sydney,Air Vanuatu,27,27,2017
Sydney,AirAsia X,62,62,2017
Sydney,All Nippon Airways,31,31,2017
Sydney,American Airlines,31,31,2017
Sydney,Asiana Airlines,23,23,2017
Sydney,British Airways,29,29,2017
Sydney,Cathay Pacific Airways,124,124,2017
Sydney,Cebu Pacific Air,17,17,2017
Sydney,China Airlines,25,25,2017
Sydney,China Eastern Airlines,97,97,2017
Sydney,China Southern Airlines,75,75,2017
Sydney,Delta Air Lines,31,31,2017
Sydney,Emirates,136,136,2017
Sydney,Etihad Airways,62,62,2017
Sydney,Fiji Airways,84,83,2017
Sydney,Garuda Indonesia,54,54,2017
Sydney,Hainan Airlines,18,18,2017
Sydney,Hawaiian Airlines,31,31,2017
Sydney,Japan Airlines,31,31,2017
Sydney,Jetstar,199,197,2017
Sydney,Korean Air,31,31,2017
Sydney,LATAM Airlines,28,28,2017
Sydney,Malaysia Airlines,61,62,2017
Sydney,Philippine Airlines,32,31,2017
Sydney,Qantas Airways,824,825,2017
Sydney,Qatar Airways,31,31,2017
Sydney,Scoot,24,24,2017
Sydney,Scoot Tigerair,7,7,2017
Sydney,Sichuan Airlines,8,8,2017
Sydney,Singapore Airlines,154,155,2017
Sydney,Thai Airways International,49,49,2017
Sydney,United Airlines,62,62,2017
Sydney,Vietnam Airlines,45,45,2017
Sydney,Virgin Australia,202,204,2017
Sydney,Virgin Samoa,13,12,2017
Sydney,Xiamen Airlines,30,30,2017
Townsville,Air Niugini,9,9,2017
Townsville,Jetstar,13,14,2017
Adelaide,Air New Zealand,18,18,2017
Adelaide,Cathay Pacific Airways,22,22,2017
Adelaide,China Southern Airlines,14,14,2017
Adelaide,Emirates,31,31,2017
Adelaide,Fiji Airways,8,8,2017
Adelaide,Jetstar,44,45,2017
Adelaide,Malaysia Airlines,17,17,2017
Adelaide,Qatar Airways,22,22,2017
Adelaide,Singapore Airlines,31,31,2017
Brisbane,Air Caledonie,9,9,2017
Brisbane,Air Canada,31,31,2017
Brisbane,Air New Zealand,93,93,2017
Brisbane,Air Niugini,31,31,2017
Brisbane,Air Vanuatu,8,9,2017
Brisbane,Cathay Pacific Airways,48,48,2017
Brisbane,China Airlines,32,32,2017
Brisbane,China Eastern Airlines,18,18,2017
Brisbane,China Southern Airlines,31,31,2017
Brisbane,Emirates,93,93,2017
Brisbane,Etihad Airways,31,31,2017
Brisbane,Eva Air,22,22,2017
Brisbane,Fiji Airways,28,28,2017
Brisbane,Hawaiian Airlines,13,13,2017
Brisbane,Jetstar,18,18,2017
Brisbane,Korean Air,18,18,2017
Brisbane,Malindo Air,31,31,2017
Brisbane,Nauru Airlines,9,10,2017
Brisbane,Philippine Airlines,18,18,2017
Brisbane,Qantas Airways,252,253,2017
Brisbane,Singapore Airlines,112,112,2017
Brisbane,Solomon Airlines,18,19,2017
Brisbane,Thai Airways International,31,31,2017
Brisbane,Virgin Australia,347,346,2017
Brisbane,Virgin Samoa,4,4,2017
Cairns,Air New Zealand,17,17,2017
Cairns,Air Niugini,58,57,2017
Cairns,Cathay Pacific Airways,18,18,2017
Cairns,Hong Kong Airlines,22,22,2017
Cairns,Jetstar,79,80,2017
Cairns,Philippine Airlines,36,36,2017
Cairns,Silk Air,23,23,2017
Canberra,Singapore Airlines,33,33,2017
Darwin,Indonesia AirAsia,17,17,2017
Darwin,Jetstar,19,19,2017
Darwin,Jetstar Asia,17,17,2017
Darwin,Philippine Airlines,18,18,2017
Darwin,Silk Air,22,22,2017
Gold Coast,Air New Zealand,35,35,2017
Gold Coast,AirAsia X,79,79,2017
Gold Coast,Hong Kong Airlines,22,22,2017
Gold Coast,Jetstar,102,102,2017
Gold Coast,Scoot Tigerair,15,14,2017
Gold Coast,Virgin Australia,31,31,2017
Melbourne,Air Caledonie,13,13,2017
Melbourne,Air China,29,29,2017
Melbourne,Air India,13,13,2017
Melbourne,Air New Zealand,177,177,2017
Melbourne,AirAsia X,62,62,2017
Melbourne,Beijing Capital Airlines,14,13,2017
Melbourne,Cathay Pacific Airways,92,92,2017
Melbourne,China Airlines,11,11,2017
Melbourne,China Eastern Airlines,42,42,2017
Melbourne,China Southern Airlines,75,75,2017
Melbourne,Emirates,123,123,2017
Melbourne,Etihad Airways,62,62,2017
Melbourne,Fiji Airways,31,31,2017
Melbourne,Garuda Indonesia,42,42,2017
Melbourne,Hainan Airlines,18,18,2017
Melbourne,Jetstar,235,236,2017
Melbourne,Malaysia Airlines,62,62,2017
Melbourne,Philippine Airlines,13,13,2017
Melbourne,Qantas Airways,288,288,2017
Melbourne,Qatar Airways,31,31,2017
Melbourne,Royal Brunei Airlines,31,31,2017
Melbourne,Scoot Tigerair,1,1,2017
Melbourne,Sichuan Airlines,13,13,2017
Melbourne,Singapore Airlines,136,136,2017
Melbourne,Thai Airways International,62,62,2017
Melbourne,United Airlines,30,31,2017
Melbourne,Vietnam Airlines,27,27,2017
Melbourne,Virgin Australia,138,138,2017
Melbourne,Xiamen Airlines,9,8,2017
Perth,Air Mauritius,13,13,2017
Perth,Air New Zealand,30,30,2017
Perth,AirAsia X,62,62,2017
Perth,Batik Air Indonesia,62,62,2017
Perth,Cathay Pacific Airways,39,39,2017
Perth,China Southern Airlines,18,18,2017
Perth,Emirates,62,62,2017
Perth,Etihad Airways,31,31,2017
Perth,Garuda Indonesia,40,40,2017
Perth,Indonesia AirAsia,93,93,2017
Perth,Jetstar,93,93,2017
Perth,Jetstar Asia,51,51,2017
Perth,Malaysia Airlines,33,33,2017
Perth,Malindo Air,43,43,2017
Perth,Qantas Airways,31,31,2017
Perth,Qatar Airways,31,31,2017
Perth,Scoot Tigerair,24,24,2017
Perth,Singapore Airlines,124,124,2017
Perth,South African Airways,31,31,2017
Perth,Thai Airways International,31,31,2017
Port Hedland,Virgin Australia,4,4,2017
Sunshine Coast,Air New Zealand,13,13,2017
Sydney,Air Caledonie,14,14,2017
Sydney,Air Canada,31,31,2017
Sydney,Air China,42,42,2017
Sydney,Air India,17,17,2017
Sydney,Air New Zealand,236,235,2017
Sydney,Air Niugini,12,12,2017
Sydney,Air Vanuatu,26,26,2017
Sydney,AirAsia X,62,62,2017
Sydney,All Nippon Airways,31,31,2017
Sydney,American Airlines,31,31,2017
Sydney,Asiana Airlines,31,31,2017
Sydney,British Airways,31,31,2017
Sydney,Cathay Pacific Airways,122,122,2017
Sydney,Cebu Pacific Air,18,18,2017
Sydney,China Airlines,17,17,2017
Sydney,China Eastern Airlines,97,97,2017
Sydney,China Southern Airlines,75,75,2017
Sydney,Delta Air Lines,31,31,2017
Sydney,Emirates,124,124,2017
Sydney,Etihad Airways,62,62,2017
Sydney,Fiji Airways,66,66,2017
Sydney,Garuda Indonesia,38,38,2017
Sydney,Hainan Airlines,18,18,2017
Sydney,Hawaiian Airlines,31,31,2017
Sydney,Japan Airlines,31,31,2017
Sydney,Jetstar,188,188,2017
Sydney,Korean Air,31,31,2017
Sydney,LATAM Airlines,31,31,2017
Sydney,Malaysia Airlines,62,62,2017
Sydney,Philippine Airlines,30,31,2017
Sydney,Qantas Airways,798,800,2017
Sydney,Qatar Airways,31,31,2017
Sydney,Scoot Tigerair,22,22,2017
Sydney,Sichuan Airlines,9,9,2017
Sydney,Singapore Airlines,156,155,2017
Sydney,Thai Airways International,49,48,2017
Sydney,United Airlines,61,60,2017
Sydney,Vietnam Airlines,44,44,2017
Sydney,Virgin Australia,201,202,2017
Sydney,Virgin Samoa,9,9,2017
Sydney,Xiamen Airlines,29,29,2017
Townsville,Air Niugini,8,8,2017
Townsville,Jetstar,14,13,2017
Adelaide,Air New Zealand,22,22,2017
Adelaide,Cathay Pacific Airways,21,20,2017
Adelaide,China Southern Airlines,12,12,2017
Adelaide,Emirates,30,30,2017
Adelaide,Fiji Airways,9,9,2017
Adelaide,Jetstar,42,41,2017
Adelaide,Malaysia Airlines,18,18,2017
Adelaide,Qatar Airways,22,22,2017
Adelaide,Singapore Airlines,30,30,2017
Brisbane,Air Caledonie,6,6,2017
Brisbane,Air Canada,30,30,2017
Brisbane,Air New Zealand,91,91,2017
Brisbane,Air Niugini,33,33,2017
Brisbane,Air Vanuatu,11,11,2017
Brisbane,Cathay Pacific Airways,47,47,2017
Brisbane,China Airlines,34,34,2017
Brisbane,China Eastern Airlines,17,17,2017
Brisbane,China Southern Airlines,30,30,2017
Brisbane,Emirates,90,90,2017
Brisbane,Etihad Airways,30,30,2017
Brisbane,Eva Air,18,18,2017
Brisbane,Fiji Airways,32,29,2017
Brisbane,Hainan Airlines,3,3,2017
Brisbane,Hawaiian Airlines,13,13,2017
Brisbane,Jetstar,17,17,2017
Brisbane,Korean Air,17,17,2017
Brisbane,Malindo Air,30,30,2017
Brisbane,Nauru Airlines,9,10,2017
Brisbane,Philippine Airlines,17,17,2017
Brisbane,Qantas Airways,246,246,2017
Brisbane,Singapore Airlines,120,120,2017
Brisbane,Solomon Airlines,17,18,2017
Brisbane,Thai Airways International,30,30,2017
Brisbane,Virgin Australia,338,341,2017
Brisbane,Virgin Samoa,5,5,2017
Cairns,Air New Zealand,18,18,2017
Cairns,Air Niugini,55,56,2017
Cairns,Cathay Pacific Airways,17,17,2017
Cairns,Hong Kong Airlines,19,19,2017
Cairns,Jetstar,68,67,2017
Cairns,Philippine Airlines,30,30,2017
Cairns,Silk Air,17,17,2017
Canberra,Singapore Airlines,32,32,2017
Darwin,Indonesia AirAsia,17,17,2017
Darwin,Jetstar,18,17,2017
Darwin,Jetstar Asia,17,16,2017
Darwin,Philippine Airlines,17,17,2017
Darwin,Silk Air,17,17,2017
Gold Coast,Air New Zealand,39,39,2017
Gold Coast,AirAsia X,77,77,2017
Gold Coast,Hong Kong Airlines,19,19,2017
Gold Coast,Jetstar,90,87,2017
Gold Coast,Scoot Tigerair,16,17,2017
Gold Coast,Virgin Australia,29,29,2017
Melbourne,Air Caledonie,12,12,2017
Melbourne,Air China,30,30,2017
Melbourne,Air India,13,13,2017
Melbourne,Air New Zealand,166,164,2017
Melbourne,AirAsia X,60,60,2017
Melbourne,Beijing Capital Airlines,13,13,2017
Melbourne,Cathay Pacific Airways,90,90,2017
Melbourne,China Airlines,9,9,2017
Melbourne,China Eastern Airlines,41,41,2017
Melbourne,China Southern Airlines,73,73,2017
Melbourne,Emirates,120,120,2017
Melbourne,Etihad Airways,60,60,2017
Melbourne,Fiji Airways,29,30,2017
Melbourne,Garuda Indonesia,43,43,2017
Melbourne,Hainan Airlines,17,17,2017
Melbourne,Japan Airlines,30,29,2017
Melbourne,Jetstar,232,237,2017
Melbourne,Malaysia Airlines,60,60,2017
Melbourne,Philippine Airlines,13,13,2017
Melbourne,Qantas Airways,292,292,2017
Melbourne,Qatar Airways,30,30,2017
Melbourne,Royal Brunei Airlines,30,30,2017
Melbourne,Scoot Tigerair,22,22,2017
Melbourne,Sichuan Airlines,13,13,2017
Melbourne,Singapore Airlines,134,134,2017
Melbourne,Thai Airways International,60,60,2017
Melbourne,United Airlines,30,29,2017
Melbourne,Vietnam Airlines,28,28,2017
Melbourne,Virgin Australia,135,135,2017
Melbourne,Xiamen Airlines,9,10,2017
Perth,Air Mauritius,13,13,2017
Perth,Air New Zealand,33,32,2017
Perth,AirAsia X,60,60,2017
Perth,Batik Air Indonesia,60,60,2017
Perth,Cathay Pacific Airways,42,42,2017
Perth,China Southern Airlines,17,17,2017
Perth,Emirates,60,60,2017
Perth,Etihad Airways,30,30,2017
Perth,Garuda Indonesia,47,47,2017
Perth,Indonesia AirAsia,90,90,2017
Perth,Jetstar,90,90,2017
Perth,Jetstar Asia,53,53,2017
Perth,Malaysia Airlines,34,34,2017
Perth,Malindo Air,43,43,2017
Perth,Qantas Airways,31,30,2017
Perth,Qatar Airways,30,30,2017
Perth,Scoot Tigerair,29,29,2017
Perth,Singapore Airlines,120,120,2017
Perth,South African Airways,30,30,2017
Perth,Thai Airways International,30,30,2017
Port Hedland,Virgin Australia,4,4,2017
Sunshine Coast,Air New Zealand,14,14,2017
Sydney,Air Caledonie,11,13,2017
Sydney,Air Canada,30,29,2017
Sydney,Air China,44,44,2017
Sydney,Air India,17,17,2017
Sydney,Air New Zealand,221,221,2017
Sydney,Air Niugini,13,13,2017
Sydney,Air Vanuatu,24,24,2017
Sydney,AirAsia X,60,60,2017
Sydney,All Nippon Airways,30,30,2017
Sydney,American Airlines,30,30,2017
Sydney,Asiana Airlines,30,30,2017
Sydney,British Airways,30,30,2017
Sydney,Cathay Pacific Airways,119,119,2017
Sydney,Cebu Pacific Air,18,18,2017
Sydney,China Airlines,17,17,2017
Sydney,China Eastern Airlines,94,94,2017
Sydney,China Southern Airlines,73,73,2017
Sydney,Delta Air Lines,30,30,2017
Sydney,Emirates,120,120,2017
Sydney,Etihad Airways,60,60,2017
Sydney,Fiji Airways,73,73,2017
Sydney,Garuda Indonesia,43,43,2017
Sydney,Hainan Airlines,17,17,2017
Sydney,Hawaiian Airlines,30,30,2017
Sydney,Japan Airlines,30,30,2017
Sydney,Jetstar,184,184,2017
Sydney,Korean Air,30,30,2017
Sydney,LATAM Airlines,30,30,2017
Sydney,Malaysia Airlines,60,59,2017
Sydney,Philippine Airlines,30,30,2017
Sydney,Qantas Airways,761,761,2017
Sydney,Qatar Airways,30,30,2017
Sydney,Scoot Tigerair,30,30,2017
Sydney,Sichuan Airlines,9,9,2017
Sydney,Singapore Airlines,150,150,2017
Sydney,Thai Airways International,48,48,2017
Sydney,United Airlines,60,60,2017
Sydney,Vietnam Airlines,43,43,2017
Sydney,Virgin Australia,203,199,2017
Sydney,Virgin Samoa,10,11,2017
Sydney,Xiamen Airlines,27,27,2017
Townsville,Air Niugini,9,9,2017
Townsville,Jetstar,12,13,2017
Adelaide,Air New Zealand,27,27,2017
Adelaide,Cathay Pacific Airways,22,22,2017
Adelaide,China Southern Airlines,14,14,2017
Adelaide,Emirates,31,31,2017
Adelaide,Fiji Airways,9,9,2017
Adelaide,Jetstar,31,31,2017
Adelaide,Malaysia Airlines,17,18,2017
Adelaide,Qatar Airways,22,22,2017
Adelaide,Singapore Airlines,31,31,2017
Brisbane,Air Caledonie,9,9,2017
Brisbane,Air Canada,26,27,2017
Brisbane,Air New Zealand,99,98,2017
Brisbane,Air Niugini,31,31,2017
Brisbane,Air Vanuatu,12,12,2017
Brisbane,Cathay Pacific Airways,50,50,2017
Brisbane,China Airlines,37,37,2017
Brisbane,China Eastern Airlines,17,17,2017
Brisbane,China Southern Airlines,31,31,2017
Brisbane,Emirates,93,93,2017
Brisbane,Etihad Airways,31,31,2017
Brisbane,Eva Air,17,17,2017
Brisbane,Fiji Airways,31,31,2017
Brisbane,Hainan Airlines,9,9,2017
Brisbane,Hawaiian Airlines,13,13,2017
Brisbane,Jetstar,18,18,2017
Brisbane,Korean Air,19,19,2017
Brisbane,Malindo Air,31,31,2017
Brisbane,Nauru Airlines,13,12,2017
Brisbane,Philippine Airlines,18,18,2017
Brisbane,Qantas Airways,248,249,2017
Brisbane,Singapore Airlines,124,124,2017
Brisbane,Solomon Airlines,18,17,2017
Brisbane,Thai Airways International,31,31,2017
Brisbane,Virgin Australia,333,330,2017
Brisbane,Virgin Samoa,4,4,2017
Cairns,Air New Zealand,13,13,2017
Cairns,Air Niugini,58,57,2017
Cairns,Cathay Pacific Airways,17,17,2017
Cairns,Hong Kong Airlines,21,21,2017
Cairns,Jetstar,66,66,2017
Cairns,Philippine Airlines,32,32,2017
Cairns,Silk Air,17,17,2017
Canberra,Singapore Airlines,34,34,2017
Darwin,Indonesia AirAsia,18,18,2017
Darwin,Jetstar,17,18,2017
Darwin,Jetstar Asia,15,15,2017
Darwin,Philippine Airlines,18,18,2017
Darwin,Silk Air,18,18,2017
Gold Coast,Air New Zealand,41,41,2017
Gold Coast,AirAsia X,80,80,2017
Gold Coast,Hong Kong Airlines,21,21,2017
Gold Coast,Jetstar,90,89,2017
Gold Coast,Scoot Tigerair,18,17,2017
Gold Coast,Virgin Australia,31,31,2017
Melbourne,Air Caledonie,14,13,2017
Melbourne,Air China,31,31,2017
Melbourne,Air India,13,13,2017
Melbourne,Air New Zealand,171,172,2017
Melbourne,AirAsia X,62,62,2017
Melbourne,Beijing Capital Airlines,13,13,2017
Melbourne,Cathay Pacific Airways,93,93,2017
Melbourne,China Airlines,10,10,2017
Melbourne,China Eastern Airlines,44,44,2017
Melbourne,China Southern Airlines,76,76,2017
Melbourne,Emirates,124,124,2017
Melbourne,Etihad Airways,62,62,2017
Melbourne,Fiji Airways,32,32,2017
Melbourne,Garuda Indonesia,49,49,2017
Melbourne,Hainan Airlines,18,18,2017
Melbourne,Japan Airlines,31,31,2017
Melbourne,Jetstar,237,239,2017
Melbourne,LATAM Airlines,12,12,2017
Melbourne,Malaysia Airlines,62,61,2017
Melbourne,Philippine Airlines,13,13,2017
Melbourne,Qantas Airways,312,312,2017
Melbourne,Qatar Airways,31,31,2017
Melbourne,Royal Brunei Airlines,30,30,2017
Melbourne,Scoot Tigerair,16,16,2017
Melbourne,Sichuan Airlines,13,13,2017
Melbourne,Singapore Airlines,137,137,2017
Melbourne,SriLankan Airlines,2,2,2017
Melbourne,Thai Airways International,62,61,2017
Melbourne,United Airlines,31,31,2017
Melbourne,Vietnam Airlines,31,31,2017
Melbourne,Virgin Australia,137,138,2017
Melbourne,Xiamen Airlines,10,10,2017
Perth,Air Mauritius,13,13,2017
