Australian,Airline,InFlights,OutFlights,Year
Brisbane,Singapore Airlines,84,84,2011
Brisbane,Solomon Airlines,18,18,2011
Brisbane,Thai Airways International,31,31,2011
Brisbane,V Australia,17,18,2011
Brisbane,Virgin Australia,258,259,2011
Brisbane,Virgin Samoa,4,4,2011
Cairns,Air New Zealand,22,22,2011
Cairns,Air Niugini,40,40,2011
Cairns,Airlines PNG,9,9,2011
Cairns,Cathay Pacific Airways,31,31,2011
Cairns,Continental Micronesia,18,18,2011
Cairns,Jetstar,92,92,2011
Cairns,Qantas Airways,54,54,2011
Cairns,Virgin Australia,4,4,2011
Darwin,Indonesia AirAsia,31,31,2011
Darwin,Jetstar,101,101,2011
Gold Coast,Air New Zealand,29,29,2011
Gold Coast,AirAsia X,25,26,2011
Gold Coast,Jetstar,92,92,2011
Gold Coast,Virgin Australia,31,31,2011
Melbourne,Air Australia,8,9,2011
Melbourne,Air China,17,17,2011
Melbourne,Air Mauritius,5,5,2011
Melbourne,Air New Zealand,130,131,2011
Melbourne,Fiji Airways,13,13,2011
Melbourne,Air Vanuatu,3,4,2011
Melbourne,AirAsia X,31,31,2011
Melbourne,Cathay Pacific Airways,93,93,2011
Melbourne,China Eastern Airlines,31,31,2011
Melbourne,China Southern Airlines,31,31,2011
Melbourne,Emirates,124,124,2011
Melbourne,Etihad Airways,31,31,2011
Melbourne,Garuda Indonesia,31,31,2011
Melbourne,Jetstar,122,129,2011
Melbourne,Korean Air,13,13,2011
Melbourne,Malaysia Airlines,62,62,2011
Melbourne,Philippine Airlines,27,27,2011
Melbourne,Qantas Airways,215,217,2011
Melbourne,Qatar Airways,31,31,2011
Melbourne,Royal Brunei Airlines,18,17,2011
Melbourne,Singapore Airlines,93,93,2011
Melbourne,Thai Airways International,62,62,2011
Melbourne,United Airlines,31,30,2011
Melbourne,V Australia,14,13,2011
Melbourne,Vietnam Airlines,27,27,2011
Melbourne,Virgin Australia,95,95,2011
Norfolk Island,Air New Zealand,4,4,2011
Perth,Air Australia,9,9,2011
Perth,Air Mauritius,4,5,2011
Perth,Air New Zealand,23,23,2011
Perth,AirAsia X,31,31,2011
Perth,Cathay Pacific Airways,31,31,2011
Perth,Emirates,62,62,2011
Perth,Garuda Indonesia,93,93,2011
Perth,Indonesia AirAsia,124,124,2011
Perth,Jetstar,39,40,2011
Perth,Jetstar Asia,31,31,2011
Perth,Malaysia Airlines,56,57,2011
Perth,Qantas Airways,69,70,2011
Perth,Royal Brunei Airlines,19,18,2011
Perth,Singapore Airlines,75,75,2011
Perth,South African Airways,27,27,2011
Perth,Thai Airways International,31,32,2011
Perth,Tigerair,31,31,2011
Perth,Virgin Australia,63,61,2011
Sydney,Aerolineas Argentinas,10,10,2011
Sydney,Air Austral,9,9,2011
Sydney,Air Caledonie,28,27,2011
Sydney,Air Canada,31,31,2011
Sydney,Air China,32,32,2011
Sydney,Air Mauritius,5,5,2011
Sydney,Air New Zealand,248,249,2011
Sydney,Air Niugini,8,9,2011
Sydney,Fiji Airways,31,31,2011
Sydney,Air Vanuatu,26,26,2011
Sydney,Asiana Airlines,31,31,2011
Sydney,British Airways,62,62,2011
Sydney,Cathay Pacific Airways,123,123,2011
Sydney,China Airlines,18,18,2011
Sydney,China Eastern Airlines,31,31,2011
Sydney,China Southern Airlines,62,62,2011
Sydney,Delta Air Lines,31,31,2011
Sydney,Emirates,124,124,2011
Sydney,Etihad Airways,49,49,2011
Sydney,Garuda Indonesia,52,52,2011
Sydney,Hainan Airlines,9,9,2011
Sydney,Hawaiian Airlines,22,22,2011
Sydney,Japan Airlines,31,31,2011
Sydney,Jetstar,154,160,2011
Sydney,Korean Air,31,31,2011
Sydney,LATAM Airlines,28,28,2011
Sydney,Malaysia Airlines,62,62,2011
Sydney,Philippine Airlines,27,27,2011
Sydney,Qantas Airways,644,644,2011
Sydney,Singapore Airlines,124,124,2011
Sydney,Thai Airways International,63,63,2011
Sydney,United Airlines,61,61,2011
Sydney,V Australia,44,44,2011
Sydney,Vietnam Airlines,27,27,2011
Sydney,Virgin Atlantic Airways,31,31,2011
Sydney,Virgin Australia,152,151,2011
Sydney,Virgin Samoa,13,13,2011
Townsville,Air Australia,4,4,2011
Adelaide,Air New Zealand,20,20,2011
Adelaide,Cathay Pacific Airways,30,30,2011
Adelaide,Malaysia Airlines,26,26,2011
Adelaide,Qantas Airways,13,13,2011
Adelaide,Singapore Airlines,30,30,2011
Adelaide,Virgin Australia,17,17,2011
Brisbane,Air Australia,17,17,2011
Brisbane,Air Caledonie,9,9,2011
Brisbane,Air New Zealand,159,158,2011
Brisbane,Air Niugini,55,51,2011
Brisbane,Fiji Airways,30,30,2011
Brisbane,Air Vanuatu,13,13,2011
Brisbane,Cathay Pacific Airways,47,47,2011
Brisbane,China Airlines,25,25,2011
Brisbane,China Southern Airlines,13,13,2011
Brisbane,Emirates,90,90,2011
Brisbane,Etihad Airways,13,13,2011
Brisbane,Eva Air,9,9,2011
Brisbane,Jetstar,29,29,2011
Brisbane,Korean Air,17,17,2011
Brisbane,Malaysia Airlines,21,21,2011
Brisbane,Nauru Airlines,4,4,2011
Brisbane,Qantas Airways,160,144,2011
Brisbane,Royal Brunei Airlines,25,26,2011
Brisbane,Singapore Airlines,81,81,2011
Brisbane,Solomon Airlines,17,17,2011
Brisbane,Thai Airways International,30,30,2011
Brisbane,V Australia,17,17,2011
Brisbane,Virgin Australia,249,249,2011
Brisbane,Virgin Samoa,5,4,2011
Cairns,Air New Zealand,17,17,2011
Cairns,Air Niugini,39,37,2011
Cairns,Airlines PNG,9,9,2011
Cairns,Cathay Pacific Airways,30,30,2011
Cairns,Continental Micronesia,17,18,2011
Cairns,Jetstar,88,89,2011
Cairns,Qantas Airways,52,52,2011
Cairns,Virgin Australia,4,4,2011
Darwin,Indonesia AirAsia,30,30,2011
Darwin,Jetstar,102,102,2011
Gold Coast,Air New Zealand,29,29,2011
Gold Coast,AirAsia X,22,21,2011
Gold Coast,Jetstar,80,81,2011
Gold Coast,Virgin Australia,26,26,2011
Melbourne,Air Australia,9,9,2011
Melbourne,Air China,17,17,2011
Melbourne,Air Mauritius,4,4,2011
Melbourne,Air New Zealand,128,127,2011
Melbourne,Fiji Airways,15,15,2011
Melbourne,Air Vanuatu,5,5,2011
Melbourne,AirAsia X,29,29,2011
Melbourne,Cathay Pacific Airways,90,90,2011
Melbourne,China Eastern Airlines,30,30,2011
Melbourne,China Southern Airlines,30,30,2011
Melbourne,Emirates,120,120,2011
Melbourne,Etihad Airways,30,30,2011
Melbourne,Garuda Indonesia,30,30,2011
Melbourne,Jetstar,124,128,2011
Melbourne,Korean Air,13,13,2011
Melbourne,Malaysia Airlines,60,60,2011
Melbourne,Philippine Airlines,25,25,2011
Melbourne,Qantas Airways,210,210,2011
Melbourne,Qatar Airways,30,30,2011
Melbourne,Royal Brunei Airlines,17,17,2011
Melbourne,Singapore Airlines,90,90,2011
Melbourne,Thai Airways International,60,60,2011
Melbourne,United Airlines,30,29,2011
Melbourne,V Australia,13,13,2011
Melbourne,Vietnam Airlines,25,25,2011
Melbourne,Virgin Australia,92,92,2011
Norfolk Island,Air New Zealand,4,4,2011
Perth,Air Australia,9,9,2011
Perth,Air Mauritius,4,4,2011
Perth,Air New Zealand,27,27,2011
Perth,AirAsia X,29,29,2011
Perth,Cathay Pacific Airways,30,30,2011
Perth,Emirates,60,60,2011
Perth,Garuda Indonesia,90,90,2011
Perth,Indonesia AirAsia,106,107,2011
Perth,Jetstar,39,39,2011
Perth,Jetstar Asia,30,30,2011
Perth,Malaysia Airlines,56,56,2011
Perth,Qantas Airways,69,69,2011
Perth,Royal Brunei Airlines,16,17,2011
Perth,Singapore Airlines,73,73,2011
Perth,South African Airways,28,28,2011
Perth,Thai Airways International,30,30,2011
Perth,Tigerair,30,30,2011
Perth,Virgin Australia,60,59,2011
Sydney,Aerolineas Argentinas,12,12,2011
Sydney,Air Austral,9,8,2011
Sydney,Air Caledonie,24,27,2011
Sydney,Air Canada,30,30,2011
Sydney,Air China,39,39,2011
Sydney,Air Mauritius,4,4,2011
Sydney,Air New Zealand,235,235,2011
Sydney,Air Niugini,9,8,2011
Sydney,Fiji Airways,30,30,2011
Sydney,Air Vanuatu,26,26,2011
Sydney,Asiana Airlines,30,30,2011
Sydney,British Airways,60,60,2011
Sydney,Cathay Pacific Airways,118,118,2011
Sydney,China Airlines,17,17,2011
Sydney,China Eastern Airlines,30,30,2011
Sydney,China Southern Airlines,60,60,2011
Sydney,Delta Air Lines,29,29,2011
Sydney,Emirates,120,120,2011
Sydney,Etihad Airways,47,47,2011
Sydney,Garuda Indonesia,52,52,2011
Sydney,Hainan Airlines,8,8,2011
Sydney,Hawaiian Airlines,22,22,2011
Sydney,Japan Airlines,30,30,2011
Sydney,Jetstar,155,163,2011
Sydney,Korean Air,30,30,2011
Sydney,LATAM Airlines,28,27,2011
Sydney,Malaysia Airlines,60,60,2011
Sydney,Philippine Airlines,25,25,2011
Sydney,Qantas Airways,628,628,2011
Sydney,Singapore Airlines,120,120,2011
Sydney,Thai Airways International,60,60,2011
Sydney,United Airlines,60,59,2011
Sydney,V Australia,43,43,2011
Sydney,Vietnam Airlines,28,28,2011
Sydney,Virgin Atlantic Airways,30,29,2011
Sydney,Virgin Australia,146,147,2011
Sydney,Virgin Samoa,13,13,2011
Townsville,Air Australia,4,4,2011
Adelaide,Air New Zealand,23,23,2011
Adelaide,Cathay Pacific Airways,31,31,2011
Adelaide,Malaysia Airlines,27,27,2011
Adelaide,Qantas Airways,13,13,2011
Adelaide,Singapore Airlines,31,31,2011
Adelaide,Virgin Australia,18,18,2011
Brisbane,Air Australia,26,27,2011
Brisbane,Air Caledonie,9,9,2011
Brisbane,Air New Zealand,155,155,2011
Brisbane,Air Niugini,55,52,2011
Brisbane,Fiji Airways,32,32,2011
Brisbane,Air Vanuatu,14,13,2011
Brisbane,Cathay Pacific Airways,49,49,2011
Brisbane,China Airlines,26,26,2011
Brisbane,China Southern Airlines,13,13,2011
Brisbane,Emirates,93,93,2011
Brisbane,Etihad Airways,14,14,2011
Brisbane,Eva Air,8,9,2011
Brisbane,Jetstar,28,28,2011
Brisbane,Korean Air,20,20,2011
Brisbane,Malaysia Airlines,23,23,2011
Brisbane,Nauru Airlines,4,5,2011
Brisbane,Qantas Airways,161,142,2011
Brisbane,Royal Brunei Airlines,24,24,2011
Brisbane,Singapore Airlines,85,85,2011
Brisbane,Solomon Airlines,18,18,2011
Brisbane,Thai Airways International,31,31,2011
Brisbane,United Airlines,1,,2011
Brisbane,V Australia,18,18,2011
Brisbane,Virgin Australia,260,257,2011
Brisbane,Virgin Samoa,4,5,2011
Cairns,Air New Zealand,14,15,2011
Cairns,Air Niugini,41,41,2011
Cairns,Airlines PNG,4,4,2011
Cairns,Cathay Pacific Airways,31,31,2011
Cairns,Continental Micronesia,9,9,2011
Cairns,Jetstar,89,90,2011
Cairns,Qantas Airways,51,51,2011
Cairns,Virgin Australia,5,5,2011
Darwin,Indonesia AirAsia,30,31,2011
Darwin,Jetstar,99,99,2011
Gold Coast,Air New Zealand,33,33,2011
Gold Coast,AirAsia X,22,23,2011
Gold Coast,Jetstar,90,90,2011
Gold Coast,Virgin Australia,27,27,2011
Melbourne,Air Australia,9,9,2011
Melbourne,Air China,19,19,2011
Melbourne,Air Mauritius,4,4,2011
Melbourne,Air New Zealand,130,131,2011
Melbourne,Fiji Airways,15,15,2011
Melbourne,Air Vanuatu,1,4,2011
Melbourne,AirAsia X,28,28,2011
Melbourne,Cathay Pacific Airways,93,93,2011
Melbourne,China Eastern Airlines,31,30,2011
Melbourne,China Southern Airlines,31,31,2011
Melbourne,Emirates,124,124,2011
Melbourne,Etihad Airways,31,31,2011
Melbourne,Garuda Indonesia,31,31,2011
Melbourne,Jetstar,124,129,2011
Melbourne,Korean Air,13,13,2011
Melbourne,Malaysia Airlines,62,62,2011
Melbourne,Philippine Airlines,27,27,2011
Melbourne,Qantas Airways,211,212,2011
Melbourne,Qatar Airways,31,31,2011
Melbourne,Royal Brunei Airlines,17,17,2011
Melbourne,Singapore Airlines,93,93,2011
Melbourne,Thai Airways International,62,61,2011
Melbourne,United Airlines,31,30,2011
Melbourne,V Australia,13,13,2011
Melbourne,Vietnam Airlines,31,31,2011
Melbourne,Virgin Australia,100,100,2011
Norfolk Island,Air New Zealand,5,5,2011
Perth,Air Australia,10,10,2011
Perth,Air Mauritius,5,5,2011
Perth,Air New Zealand,31,31,2011
Perth,AirAsia X,27,27,2011
Perth,Cathay Pacific Airways,31,32,2011
Perth,Emirates,62,62,2011
Perth,Garuda Indonesia,93,93,2011
Perth,Indonesia AirAsia,93,92,2011
Perth,Jetstar,40,40,2011
Perth,Jetstar Asia,31,31,2011
Perth,Malaysia Airlines,54,54,2011
Perth,Qantas Airways,70,70,2011
Perth,Royal Brunei Airlines,16,16,2011
Perth,Singapore Airlines,76,76,2011
Perth,South African Airways,31,31,2011
Perth,Thai Airways International,30,31,2011
Perth,Tigerair,31,31,2011
Perth,Virgin Australia,62,63,2011
Sydney,Aerolineas Argentinas,13,13,2011
Sydney,Air Austral,9,9,2011
Sydney,Air Caledonie,25,25,2011
Sydney,Air Canada,31,31,2011
Sydney,Air China,40,40,2011
Sydney,Air Mauritius,4,4,2011
Sydney,Air New Zealand,270,269,2011
Sydney,Air Niugini,4,10,2011
Sydney,Fiji Airways,31,31,2011
Sydney,Air Vanuatu,27,27,2011
Sydney,Asiana Airlines,31,31,2011
Sydney,British Airways,62,62,2011
Sydney,Cathay Pacific Airways,124,124,2011
Sydney,China Airlines,18,18,2011
Sydney,China Eastern Airlines,31,31,2011
Sydney,China Southern Airlines,62,62,2011
Sydney,Delta Air Lines,31,31,2011
Sydney,Emirates,154,153,2011
Sydney,Etihad Airways,49,49,2011
Sydney,Garuda Indonesia,51,51,2011
Sydney,Hainan Airlines,10,9,2011
Sydney,Hawaiian Airlines,22,22,2011
Sydney,Japan Airlines,31,31,2011
Sydney,Jetstar,159,164,2011
Sydney,Korean Air,31,31,2011
Sydney,LATAM Airlines,26,27,2011
Sydney,Malaysia Airlines,62,62,2011
Sydney,Philippine Airlines,27,27,2011
Sydney,Qantas Airways,638,635,2011
Sydney,Singapore Airlines,124,123,2011
Sydney,Thai Airways International,62,62,2011
Sydney,United Airlines,62,61,2011
Sydney,V Australia,44,44,2011
Sydney,Vietnam Airlines,31,31,2011
Sydney,Virgin Atlantic Airways,31,31,2011
Sydney,Virgin Australia,149,153,2011
Sydney,Virgin Samoa,13,13,2011
Townsville,Air Australia,2,3,2011
Adelaide,Air New Zealand,25,25,2011
Adelaide,Cathay Pacific Airways,30,30,2011
Adelaide,Malaysia Airlines,25,25,2011
Adelaide,Qantas Airways,13,13,2011
Adelaide,Singapore Airlines,30,30,2011
Adelaide,Virgin Australia,18,19,2011
Brisbane,Air Australia,26,25,2011
Brisbane,Air Caledonie,8,8,2011
Brisbane,Air New Zealand,86,86,2011
Brisbane,Air Niugini,51,44,2011
Brisbane,Fiji Airways,32,32,2011
Brisbane,Air Vanuatu,12,13,2011
Brisbane,Cathay Pacific Airways,47,47,2011
Brisbane,China Airlines,26,26,2011
Brisbane,China Southern Airlines,17,17,2011
Brisbane,Emirates,90,90,2011
Brisbane,Etihad Airways,12,12,2011
Brisbane,Eva Air,9,8,2011
Brisbane,Jetstar,29,28,2011
Brisbane,Korean Air,21,21,2011
Brisbane,Malaysia Airlines,21,21,2011
Brisbane,Nauru Airlines,5,5,2011
Brisbane,Qantas Airways,156,138,2011
Brisbane,Singapore Airlines,84,84,2011
Brisbane,Solomon Airlines,17,17,2011
Brisbane,Thai Airways International,26,26,2011
Brisbane,V Australia,17,17,2011
Brisbane,Virgin Australia,281,282,2011
Brisbane,Virgin Samoa,4,4,2011
Cairns,Air New Zealand,17,17,2011
Cairns,Air Niugini,38,37,2011
Cairns,Airlines PNG,6,6,2011
Cairns,Cathay Pacific Airways,30,30,2011
Cairns,Continental Micronesia,8,8,2011
Cairns,Jetstar,73,73,2011
Cairns,Qantas Airways,52,52,2011
Darwin,Indonesia AirAsia,17,17,2011
Darwin,Jetstar,97,98,2011
Gold Coast,Air New Zealand,17,17,2011
Gold Coast,AirAsia X,21,21,2011
Gold Coast,Jetstar,91,90,2011
Gold Coast,Virgin Australia,38,38,2011
Melbourne,Air Australia,8,9,2011
Melbourne,Air China,30,30,2011
Melbourne,Air Mauritius,5,5,2011
Melbourne,Air New Zealand,120,120,2011
Melbourne,Fiji Airways,13,13,2011
Melbourne,Air Vanuatu,,4,2011
Melbourne,AirAsia X,30,30,2011
Melbourne,Cathay Pacific Airways,90,90,2011
Melbourne,China Eastern Airlines,30,30,2011
Melbourne,China Southern Airlines,49,49,2011
Melbourne,Emirates,120,120,2011
Melbourne,Etihad Airways,30,30,2011
Melbourne,Garuda Indonesia,30,30,2011
Melbourne,Jetstar,115,120,2011
Melbourne,Korean Air,13,13,2011
Melbourne,Malaysia Airlines,60,60,2011
Melbourne,Philippine Airlines,28,28,2011
Melbourne,Qantas Airways,208,208,2011
Melbourne,Qatar Airways,30,30,2011
Melbourne,Royal Brunei Airlines,18,17,2011
Melbourne,Singapore Airlines,90,90,2011
Melbourne,Thai Airways International,59,59,2011
Melbourne,United Airlines,30,30,2011
Melbourne,V Australia,13,13,2011
Melbourne,Vietnam Airlines,30,30,2011
Melbourne,Virgin Australia,119,115,2011
Norfolk Island,Air New Zealand,4,4,2011
Perth,Air Mauritius,4,4,2011
Perth,Air New Zealand,30,30,2011
Perth,AirAsia X,30,30,2011
Perth,Cathay Pacific Airways,43,43,2011
Perth,China Southern Airlines,10,10,2011
Perth,Emirates,60,60,2011
Perth,Garuda Indonesia,90,90,2011
Perth,Indonesia AirAsia,88,88,2011
Perth,Jetstar,38,38,2011
Perth,Jetstar Asia,30,30,2011
Perth,Malaysia Airlines,54,54,2011
Perth,Qantas Airways,71,71,2011
Perth,Singapore Airlines,79,79,2011
Perth,South African Airways,26,26,2011
Perth,Thai Airways International,28,28,2011
Perth,Tigerair,30,30,2011
Perth,Virgin Australia,58,57,2011
Sydney,Aerolineas Argentinas,10,10,2011
Sydney,Air Austral,8,9,2011
Sydney,Air Caledonie,27,25,2011
Sydney,Air Canada,30,30,2011
Sydney,Air China,47,47,2011
Sydney,Air Mauritius,5,5,2011
Sydney,Air New Zealand,279,278,2011
Sydney,Air Niugini,4,7,2011
Sydney,Fiji Airways,29,29,2011
Sydney,Air Vanuatu,25,25,2011
Sydney,Asiana Airlines,26,26,2011
Sydney,British Airways,60,59,2011
Sydney,Cathay Pacific Airways,120,120,2011
Sydney,China Airlines,18,18,2011
Sydney,China Eastern Airlines,30,30,2011
Sydney,China Southern Airlines,60,60,2011
Sydney,Delta Air Lines,30,30,2011
Sydney,Emirates,150,150,2011
Sydney,Etihad Airways,47,46,2011
Sydney,Garuda Indonesia,59,59,2011
Sydney,Hainan Airlines,8,9,2011
Sydney,Hawaiian Airlines,21,21,2011
Sydney,Japan Airlines,30,30,2011
Sydney,Jetstar,129,139,2011
Sydney,Korean Air,30,30,2011
Sydney,LATAM Airlines,27,27,2011
Sydney,Malaysia Airlines,60,60,2011
Sydney,Philippine Airlines,28,28,2011
Sydney,Qantas Airways,616,616,2011
Sydney,Singapore Airlines,120,120,2011
Sydney,Thai Airways International,57,57,2011
Sydney,United Airlines,60,59,2011
Sydney,V Australia,43,43,2011
Sydney,Vietnam Airlines,30,30,2011
Sydney,Virgin Atlantic Airways,30,30,2011
Sydney,Virgin Australia,111,108,2011
Sydney,Virgin Samoa,13,13,2011
Adelaide,Air New Zealand,31,31,2011
Adelaide,Cathay Pacific Airways,31,31,2011
Adelaide,Malaysia Airlines,27,27,2011
Adelaide,Qantas Airways,13,14,2011
Adelaide,Singapore Airlines,41,41,2011
Adelaide,Virgin Australia,22,22,2011
Brisbane,Air Australia,36,36,2011
Brisbane,Air Caledonie,9,9,2011
Brisbane,Air New Zealand,95,94,2011
Brisbane,Air Niugini,52,49,2011
Brisbane,Fiji Airways,35,34,2011
Brisbane,Air Vanuatu,13,13,2011
Brisbane,Cathay Pacific Airways,49,48,2011
Brisbane,China Airlines,26,26,2011
Brisbane,China Southern Airlines,18,18,2011
Brisbane,Emirates,93,93,2011
Brisbane,Etihad Airways,14,14,2011
Brisbane,Eva Air,9,10,2011
Brisbane,Jetstar,16,14,2011
Brisbane,Korean Air,27,27,2011
Brisbane,Malaysia Airlines,22,22,2011
Brisbane,Nauru Airlines,4,4,2011
Brisbane,Qantas Airways,165,148,2011
Brisbane,Singapore Airlines,104,103,2011
Brisbane,Solomon Airlines,16,16,2011
Brisbane,Thai Airways International,29,29,2011
Brisbane,Virgin Australia,305,304,2011
Brisbane,Virgin Samoa,5,5,2011
Cairns,Air New Zealand,17,17,2011
Cairns,Air Niugini,41,38,2011
Cairns,Airlines PNG,8,8,2011
Cairns,Cathay Pacific Airways,31,31,2011
Cairns,Continental Micronesia,9,9,2011
Cairns,Jetstar,79,79,2011
Cairns,Qantas Airways,52,52,2011
Darwin,Indonesia AirAsia,17,17,2011
Darwin,Jetstar,111,111,2011
Gold Coast,Air New Zealand,28,28,2011
Gold Coast,AirAsia X,26,27,2011
Gold Coast,Jetstar,96,100,2011
Gold Coast,Virgin Australia,31,31,2011
Melbourne,Air Australia,15,15,2011
Melbourne,Air China,31,31,2011
Melbourne,Air Mauritius,6,6,2011
Melbourne,Air New Zealand,149,147,2011
Melbourne,Fiji Airways,16,16,2011
Melbourne,Air Vanuatu,,5,2011
Melbourne,AirAsia X,53,53,2011
Melbourne,Cathay Pacific Airways,93,93,2011
Melbourne,China Eastern Airlines,31,31,2011
Melbourne,China Southern Airlines,62,62,2011
Melbourne,Emirates,124,124,2011
Melbourne,Etihad Airways,31,31,2011
Melbourne,Garuda Indonesia,40,40,2011
Melbourne,Jetstar,135,145,2011
Melbourne,Korean Air,14,14,2011
Melbourne,Malaysia Airlines,62,62,2011
Melbourne,Philippine Airlines,30,30,2011
Melbourne,Qantas Airways,216,216,2011
Melbourne,Qatar Airways,31,31,2011
Melbourne,Royal Brunei Airlines,18,18,2011
Melbourne,Singapore Airlines,93,93,2011
Melbourne,Thai Airways International,60,60,2011
Melbourne,United Airlines,31,31,2011
Melbourne,Vietnam Airlines,31,31,2011
Melbourne,Virgin Australia,126,127,2011
Norfolk Island,Air New Zealand,4,4,2011
Perth,Air Mauritius,4,4,2011
Perth,Air New Zealand,32,33,2011
Perth,AirAsia X,45,45,2011
Perth,Cathay Pacific Airways,44,44,2011
Perth,China Southern Airlines,13,13,2011
Perth,Emirates,63,63,2011
Perth,Garuda Indonesia,93,93,2011
Perth,Indonesia AirAsia,93,93,2011
Perth,Jetstar,54,54,2011
Perth,Jetstar Asia,31,31,2011
Perth,Malaysia Airlines,57,56,2011
Perth,Qantas Airways,74,73,2011
Perth,Singapore Airlines,103,103,2011
Perth,South African Airways,26,26,2011
Perth,Thai Airways International,28,28,2011
Perth,Tigerair,31,31,2011
Perth,Virgin Australia,60,61,2011
Sydney,Aerolineas Argentinas,13,13,2011
Sydney,Air Austral,9,9,2011
Sydney,Air Caledonie,26,27,2011
Sydney,Air Canada,31,31,2011
Sydney,Air China,48,48,2011
Sydney,Air Mauritius,6,6,2011
Sydney,Air New Zealand,297,297,2011
Sydney,Air Niugini,5,9,2011
Sydney,Fiji Airways,36,36,2011
Sydney,Air Vanuatu,27,27,2011
Sydney,Asiana Airlines,29,29,2011
Sydney,British Airways,61,61,2011
Sydney,Cathay Pacific Airways,124,124,2011
Sydney,China Airlines,22,22,2011
Sydney,China Eastern Airlines,31,31,2011
Sydney,China Southern Airlines,62,62,2011
Sydney,Delta Air Lines,31,31,2011
Sydney,Emirates,155,155,2011
Sydney,Etihad Airways,48,49,2011
Sydney,Garuda Indonesia,62,62,2011
Sydney,Hainan Airlines,9,8,2011
Sydney,Hawaiian Airlines,27,27,2011
Sydney,Japan Airlines,31,31,2011
Sydney,Jetstar,165,173,2011
Sydney,Korean Air,40,40,2011
Sydney,LATAM Airlines,30,30,2011
Sydney,Malaysia Airlines,62,62,2011
Sydney,Philippine Airlines,30,30,2011
Sydney,Qantas Airways,644,647,2011
Sydney,Singapore Airlines,124,124,2011
Sydney,Thai Airways International,62,62,2011
Sydney,United Airlines,62,62,2011
Sydney,Vietnam Airlines,31,31,2011
Sydney,Virgin Atlantic Airways,31,31,2011
Sydney,Virgin Australia,163,169,2011
Sydney,Virgin Samoa,13,13,2011
Adelaide,Air New Zealand,30,30,2012
Adelaide,Cathay Pacific Airways,31,31,2012
Adelaide,Malaysia Airlines,26,27,2012
Adelaide,Qantas Airways,13,13,2012
Adelaide,Singapore Airlines,45,45,2012
Adelaide,Virgin Australia,23,22,2012
Brisbane,Air Australia,35,35,2012
Brisbane,Air Caledonie,15,15,2012
Brisbane,Air New Zealand,97,97,2012
Brisbane,Air Niugini,53,48,2012
Brisbane,Fiji Airways,33,33,2012
Brisbane,Air Vanuatu,14,14,2012
Brisbane,Cathay Pacific Airways,49,49,2012
Brisbane,China Airlines,28,28,2012
Brisbane,China Southern Airlines,18,18,2012
Brisbane,Emirates,93,93,2012
Brisbane,Etihad Airways,13,13,2012
Brisbane,Eva Air,8,8,2012
Brisbane,Jetstar,15,12,2012
Brisbane,Korean Air,27,27,2012
Brisbane,Malaysia Airlines,22,22,2012
Brisbane,Nauru Airlines,4,5,2012
Brisbane,Qantas Airways,167,145,2012
Brisbane,Singapore Airlines,106,106,2012
Brisbane,Solomon Airlines,17,17,2012
Brisbane,Thai Airways International,31,31,2012
Brisbane,Virgin Australia,302,302,2012
Brisbane,Virgin Samoa,4,4,2012
Cairns,Air New Zealand,18,18,2012
Cairns,Air Niugini,39,39,2012
Cairns,Airlines PNG,9,9,2012
Cairns,Cathay Pacific Airways,31,31,2012
Cairns,Continental Micronesia,9,9,2012
Cairns,Jetstar,77,77,2012
Cairns,Qantas Airways,53,53,2012
Darwin,Indonesia AirAsia,18,18,2012
Darwin,Jetstar,109,109,2012
Gold Coast,Air New Zealand,31,31,2012
Gold Coast,AirAsia X,27,26,2012
Gold Coast,Jetstar,99,101,2012
Gold Coast,Virgin Australia,31,31,2012
Melbourne,Air Australia,17,17,2012
Melbourne,Air China,35,35,2012
Melbourne,Air Mauritius,7,7,2012
Melbourne,Air New Zealand,159,159,2012
Melbourne,Fiji Airways,19,19,2012
Melbourne,Air Vanuatu,,4,2012
Melbourne,AirAsia X,53,53,2012
Melbourne,Cathay Pacific Airways,93,93,2012
Melbourne,China Eastern Airlines,31,31,2012
Melbourne,China Southern Airlines,62,62,2012
Melbourne,Emirates,124,124,2012
Melbourne,Etihad Airways,31,31,2012
Melbourne,Garuda Indonesia,38,38,2012
Melbourne,Jetstar,157,162,2012
Melbourne,Korean Air,13,13,2012
Melbourne,Malaysia Airlines,62,62,2012
Melbourne,Philippine Airlines,30,30,2012
Melbourne,Qantas Airways,217,217,2012
Melbourne,Qatar Airways,31,31,2012
Melbourne,Royal Brunei Airlines,17,17,2012
Melbourne,Singapore Airlines,93,93,2012
Melbourne,Thai Airways International,62,62,2012
Melbourne,United Airlines,31,30,2012
Melbourne,Vietnam Airlines,31,31,2012
Melbourne,Virgin Australia,126,125,2012
Norfolk Island,Air New Zealand,5,5,2012
Perth,Air Mauritius,5,5,2012
Perth,Air New Zealand,35,35,2012
Perth,AirAsia X,45,45,2012
Perth,Cathay Pacific Airways,44,44,2012
Perth,China Southern Airlines,13,13,2012
Perth,Emirates,63,63,2012
Perth,Garuda Indonesia,93,93,2012
Perth,Indonesia AirAsia,92,93,2012
Perth,Jetstar,76,75,2012
Perth,Jetstar Asia,31,31,2012
Perth,Malaysia Airlines,57,58,2012
Perth,Qantas Airways,76,75,2012
