Australian,Airline,InFlights,OutFlights,Year,Month_Number
Perth,AirAsia X,30,30,2019,6
Perth,All Nippon Airways,30,30,2019,7
Perth,Batik Air Indonesia,30,30,2019,8
Perth,Cathay Pacific Airways,40,40,2019,9
Perth,China Southern Airlines,14,15,2019,10
Perth,Emirates,30,30,2019,11
Perth,Garuda Indonesia,45,45,2019,12
Perth,Indonesia AirAsia,90,90,2019,1
Perth,Jetstar,90,90,2019,2
Perth,Malaysia Airlines,52,51,2019,3
Perth,Malindo Air,60,59,2019,4
Perth,Qantas Airways,60,60,2019,5
Perth,Qatar Airways,30,30,2019,6
Perth,Scoot Tigerair,24,24,2019,7
Perth,Singapore Airlines,120,120,2019,8
Perth,South African Airways,30,30,2019,9
Perth,Thai Airways International,30,30,2019,10
Port Hedland,Virgin Australia,4,4,2019,11
Sunshine Coast,Air New Zealand,18,18,2019,12
Sydney,Air Caledonie,13,12,2019,1
Sydney,Air Canada,30,30,2019,2
Sydney,Air China,39,39,2019,3
Sydney,Air India,21,21,2019,4
Sydney,Air New Zealand,233,233,2019,5
Sydney,Air Niugini,9,9,2019,6
Sydney,Air Vanuatu,30,30,2019,7
Sydney,AirAsia X,30,31,2019,8
Sydney,All Nippon Airways,30,30,2019,9
Sydney,American Airlines,30,30,2019,10
Sydney,Asiana Airlines,30,30,2019,11
Sydney,Beijing Capital Airlines,13,13,2019,12
Sydney,British Airways,28,28,2019,1
Sydney,Cathay Pacific Airways,114,114,2019,2
Sydney,Cebu Pacific Air,20,20,2019,3
Sydney,China Airlines,42,41,2019,4
Sydney,China Eastern Airlines,90,90,2019,5
Sydney,China Southern Airlines,55,55,2019,6
Sydney,Delta Air Lines,30,30,2019,7
Sydney,Emirates,120,120,2019,8
Sydney,Etihad Airways,60,60,2019,9
Sydney,Fiji Airways,58,58,2019,10
Sydney,Garuda Indonesia,42,42,2019,11
Sydney,Hainan Airlines,11,11,2019,12
Sydney,Hawaiian Airlines,30,30,2019,1
Sydney,Japan Airlines,30,30,2019,2
Sydney,Jetstar,185,186,2019,3
Sydney,Korean Air,30,30,2019,4
Sydney,LATAM Airlines,27,27,2019,5
Sydney,Malaysia Airlines,60,60,2019,6
Sydney,Malindo Air,30,30,2019,7
Sydney,Philippine Airlines,27,26,2019,8
Sydney,Qantas Airways,786,785,2019,9
Sydney,Qatar Airways,60,60,2019,10
Sydney,Samoa Airways,8,8,2019,11
Sydney,Scoot Tigerair,17,17,2019,12
Sydney,Sichuan Airlines,7,7,2019,1
Sydney,Singapore Airlines,150,150,2019,2
Sydney,Thai Airways International,30,30,2019,3
Sydney,United Airlines,60,60,2019,4
Sydney,Vietnam Airlines,42,42,2019,5
Sydney,Virgin Australia,261,262,2019,6
Sydney,Xiamen Airlines,25,25,2019,7
Adelaide,Air New Zealand,17,17,2019,8
Adelaide,Cathay Pacific Airways,22,22,2019,9
Adelaide,China Southern Airlines,13,13,2019,10
Adelaide,Emirates,31,31,2019,11
Adelaide,Jetstar,55,55,2019,12
Adelaide,Malaysia Airlines,22,22,2019,1
Adelaide,Malindo Air,17,17,2019,2
Adelaide,Qatar Airways,31,31,2019,3
Adelaide,Singapore Airlines,31,30,2019,4
Avalon,AirAsia X,62,62,2019,5
Brisbane,Air Caledonie,13,13,2019,6
Brisbane,Air Canada,27,27,2019,7
Brisbane,Air New Zealand,134,134,2019,8
Brisbane,Air Niugini,31,31,2019,9
Brisbane,Air Vanuatu,23,23,2019,10
Brisbane,Cathay Pacific Airways,49,49,2019,11
Brisbane,China Airlines,54,54,2019,12
Brisbane,China Eastern Airlines,18,18,2019,1
Brisbane,China Southern Airlines,30,30,2019,2
Brisbane,Emirates,93,93,2019,3
Brisbane,Etihad Airways,31,31,2019,4
Brisbane,Eva Air,18,18,2019,5
Brisbane,Fiji Airways,37,36,2019,6
Brisbane,Hainan Airlines,9,9,2019,7
Brisbane,Hawaiian Airlines,15,15,2019,8
Brisbane,Jetstar,29,30,2019,9
Brisbane,Korean Air,20,20,2019,10
Brisbane,Malaysia Airlines,18,18,2019,11
Brisbane,Malindo Air,17,19,2019,12
Brisbane,Nauru Airlines,14,13,2019,1
Brisbane,Philippine Airlines,22,22,2019,2
Brisbane,Qantas Airways,272,272,2019,3
Brisbane,Royal Brunei Airlines,18,18,2019,4
Brisbane,Samoa Airways,9,9,2019,5
Brisbane,Singapore Airlines,124,124,2019,6
Brisbane,Solomon Airlines,22,21,2019,7
Brisbane,Thai AirAsia X,13,13,2019,8
Brisbane,Thai Airways International,17,17,2019,9
Brisbane,Virgin Australia,322,322,2019,10
Cairns,Air New Zealand,12,12,2019,11
Cairns,Air Niugini,44,43,2019,12
Cairns,Cathay Pacific Airways,16,16,2019,1
Cairns,Hainan Airlines,9,9,2019,2
Cairns,Jetstar,63,63,2019,3
Cairns,Qantas Airways,30,30,2019,4
Cairns,Silk Air,31,31,2019,5
Canberra,Qatar Airways,31,30,2019,6
Canberra,Singapore Airlines,31,31,2019,7
Darwin,Donghai Airlines,9,9,2019,8
Darwin,Jetstar,18,17,2019,9
Darwin,Jetstar Asia,22,21,2019,10
Darwin,Silk Air,31,31,2019,11
Darwin,Virgin Australia,9,9,2019,12
Gold Coast,Air New Zealand,44,44,2019,1
Gold Coast,AirAsia X,17,18,2019,2
Gold Coast,Jetstar,96,96,2019,3
Gold Coast,Scoot Tigerair,15,15,2019,4
Gold Coast,Virgin Australia,31,31,2019,5
Melbourne,Air Caledonie,13,13,2019,6
Melbourne,Air Canada,16,16,2019,7
Melbourne,Air China,17,17,2019,8
Melbourne,Air India,13,13,2019,9
Melbourne,Air New Zealand,154,154,2019,10
Melbourne,Air Vanuatu,13,14,2019,11
Melbourne,Beijing Capital Airlines,13,13,2019,12
Melbourne,Cathay Pacific Airways,93,93,2019,1
Melbourne,Cebu Pacific Air,14,12,2019,2
Melbourne,China Airlines,13,13,2019,3
Melbourne,China Eastern Airlines,48,48,2019,4
Melbourne,China Southern Airlines,58,58,2019,5
Melbourne,Emirates,93,92,2019,6
Melbourne,Etihad Airways,62,62,2019,7
Melbourne,Fiji Airways,32,32,2019,8
Melbourne,Garuda Indonesia,43,44,2019,9
Melbourne,Hainan Airlines,16,16,2019,10
Melbourne,Japan Airlines,29,30,2019,11
Melbourne,Jetstar,213,210,2019,12
Melbourne,LATAM Airlines,13,13,2019,1
Melbourne,Malaysia Airlines,62,62,2019,2
Melbourne,Malindo Air,31,31,2019,3
Melbourne,Philippine Airlines,22,22,2019,4
Melbourne,Qantas Airways,422,421,2019,5
Melbourne,Qatar Airways,31,31,2019,6
Melbourne,Royal Brunei Airlines,31,31,2019,7
Melbourne,Scoot Tigerair,32,32,2019,8
Melbourne,Sichuan Airlines,15,15,2019,9
Melbourne,Singapore Airlines,158,157,2019,10
Melbourne,SriLankan Airlines,31,31,2019,11
Melbourne,Thai Airways International,51,50,2019,12
Melbourne,Tianjin Airlines,9,8,2019,1
Melbourne,United Airlines,31,31,2019,2
Melbourne,Vietnam Airlines,31,31,2019,3
Melbourne,Virgin Australia,161,162,2019,4
Melbourne,Xiamen Airlines,21,20,2019,5
Norfolk Island,Air Chathams,4,4,2019,6
Perth,Air Mauritius,9,9,2019,7
Perth,Air New Zealand,32,31,2019,8
Perth,AirAsia X,31,31,2019,9
Perth,All Nippon Airways,31,31,2019,10
Perth,Batik Air Indonesia,31,31,2019,11
Perth,Cathay Pacific Airways,43,43,2019,12
Perth,China Southern Airlines,16,16,2019,1
Perth,Emirates,31,31,2019,2
Perth,Garuda Indonesia,47,47,2019,3
Perth,Indonesia AirAsia,93,93,2019,4
Perth,Jetstar,92,91,2019,5
Perth,Malaysia Airlines,55,55,2019,6
Perth,Malindo Air,62,62,2019,7
Perth,Qantas Airways,60,60,2019,8
Perth,Qatar Airways,31,31,2019,9
Perth,Scoot Tigerair,37,37,2019,10
Perth,Singapore Airlines,124,124,2019,11
Perth,South African Airways,31,30,2019,12
Perth,Thai Airways International,31,31,2019,1
Port Hedland,Virgin Australia,4,4,2019,2
Sunshine Coast,Air New Zealand,12,12,2019,3
Sydney,Air Caledonie,14,14,2019,4
Sydney,Air Canada,31,31,2019,5
Sydney,Air China,43,43,2019,6
Sydney,Air India,22,22,2019,7
Sydney,Air New Zealand,265,265,2019,8
Sydney,Air Niugini,8,8,2019,9
Sydney,Air Vanuatu,31,31,2019,10
Sydney,AirAsia X,44,43,2019,11
Sydney,All Nippon Airways,31,31,2019,12
Sydney,American Airlines,31,31,2019,1
Sydney,Asiana Airlines,31,31,2019,2
Sydney,Beijing Capital Airlines,13,13,2019,3
Sydney,British Airways,31,30,2019,4
Sydney,Cathay Pacific Airways,120,121,2019,5
Sydney,Cebu Pacific Air,22,23,2019,6
Sydney,China Airlines,40,41,2019,7
Sydney,China Eastern Airlines,95,95,2019,8
Sydney,China Southern Airlines,60,60,2019,9
Sydney,Delta Air Lines,31,31,2019,10
Sydney,Emirates,124,124,2019,11
Sydney,Etihad Airways,62,62,2019,12
Sydney,Fiji Airways,65,67,2019,1
Sydney,Garuda Indonesia,40,40,2019,2
Sydney,Hainan Airlines,15,15,2019,3
Sydney,Hawaiian Airlines,31,31,2019,4
Sydney,Japan Airlines,29,29,2019,5
Sydney,Jetstar,171,174,2019,6
Sydney,Korean Air,31,31,2019,7
Sydney,LATAM Airlines,25,25,2019,8
Sydney,Malaysia Airlines,62,62,2019,9
Sydney,Malindo Air,31,31,2019,10
Sydney,Philippine Airlines,25,26,2019,11
Sydney,Qantas Airways,809,811,2019,12
Sydney,Qatar Airways,62,61,2019,1
Sydney,Samoa Airways,9,9,2019,2
Sydney,Scoot Tigerair,25,25,2019,3
Sydney,Sichuan Airlines,8,8,2019,4
Sydney,Singapore Airlines,155,155,2019,5
Sydney,Thai Airways International,31,31,2019,6
Sydney,United Airlines,68,66,2019,7
Sydney,Vietnam Airlines,43,43,2019,8
Sydney,Virgin Australia,297,297,2019,9
Sydney,Xiamen Airlines,26,26,2019,10
Adelaide,Air New Zealand,17,17,2019,11
Adelaide,Cathay Pacific Airways,17,17,2019,12
Adelaide,China Southern Airlines,13,13,2019,1
Adelaide,Emirates,26,26,2019,2
Adelaide,Jetstar,48,48,2019,3
Adelaide,Malaysia Airlines,22,22,2019,4
Adelaide,Malindo Air,17,17,2019,5
Adelaide,Qatar Airways,30,30,2019,6
Adelaide,Singapore Airlines,30,30,2019,7
Avalon,AirAsia X,60,60,2019,8
Brisbane,Air Caledonie,13,13,2019,9
Brisbane,Air Canada,27,26,2019,10
Brisbane,Air New Zealand,125,123,2019,11
Brisbane,Air Niugini,30,30,2019,12
Brisbane,Air Vanuatu,21,21,2019,1
Brisbane,Cathay Pacific Airways,44,44,2019,2
Brisbane,China Airlines,56,56,2019,3
Brisbane,China Eastern Airlines,22,22,2019,4
Brisbane,China Southern Airlines,30,30,2019,5
Brisbane,Emirates,73,73,2019,6
Brisbane,Etihad Airways,30,30,2019,7
Brisbane,Eva Air,17,17,2019,8
Brisbane,Fiji Airways,30,31,2019,9
Brisbane,Hainan Airlines,8,8,2019,10
Brisbane,Hawaiian Airlines,13,13,2019,11
Brisbane,Jetstar,30,29,2019,12
Brisbane,Korean Air,30,30,2019,1
Brisbane,Malaysia Airlines,17,17,2019,2
Brisbane,Malindo Air,17,17,2019,3
Brisbane,Nauru Airlines,12,11,2019,4
Brisbane,Philippine Airlines,22,22,2019,5
Brisbane,Qantas Airways,259,260,2019,6
Brisbane,Royal Brunei Airlines,17,17,2019,7
Brisbane,Samoa Airways,8,8,2019,8
Brisbane,Singapore Airlines,120,120,2019,9
Brisbane,Solomon Airlines,22,22,2019,10
Brisbane,Thai AirAsia X,14,13,2019,11
Brisbane,Thai Airways International,17,17,2019,12
Brisbane,Virgin Australia,298,299,2019,1
Cairns,Air Niugini,43,44,2019,2
Cairns,Hainan Airlines,8,8,2019,3
Cairns,Jetstar,65,62,2019,4
Cairns,Qantas Airways,26,26,2019,5
Cairns,Silk Air,30,30,2019,6
Canberra,Qatar Airways,28,28,2019,7
Canberra,Singapore Airlines,30,30,2019,8
Darwin,Donghai Airlines,8,8,2019,9
Darwin,Jetstar,22,21,2019,10
Darwin,Jetstar Asia,22,22,2019,11
Darwin,Silk Air,30,30,2019,12
Gold Coast,Air New Zealand,31,31,2019,1
Gold Coast,AirAsia X,18,17,2019,2
Gold Coast,Jetstar,93,90,2019,3
Gold Coast,Scoot Tigerair,13,13,2019,4
Gold Coast,Virgin Australia,30,30,2019,5
Melbourne,Air Caledonie,13,13,2019,6
Melbourne,Air Canada,17,18,2019,7
Melbourne,Air China,30,30,2019,8
Melbourne,Air India,13,13,2019,9
Melbourne,Air New Zealand,171,169,2019,10
Melbourne,Air Vanuatu,13,13,2019,11
Melbourne,Beijing Capital Airlines,13,13,2019,12
Melbourne,Cathay Pacific Airways,80,80,2019,1
Melbourne,Cebu Pacific Air,12,13,2019,2
Melbourne,China Airlines,17,17,2019,3
Melbourne,China Eastern Airlines,60,60,2019,4
Melbourne,China Southern Airlines,73,73,2019,5
Melbourne,Emirates,90,90,2019,6
Melbourne,Etihad Airways,60,60,2019,7
Melbourne,Fiji Airways,27,27,2019,8
Melbourne,Garuda Indonesia,42,42,2019,9
Melbourne,Hainan Airlines,8,8,2019,10
Melbourne,Japan Airlines,30,30,2019,11
Melbourne,Jetstar,204,204,2019,12
Melbourne,LATAM Airlines,14,13,2019,1
Melbourne,Malaysia Airlines,67,66,2019,2
Melbourne,Malindo Air,30,30,2019,3
Melbourne,Philippine Airlines,26,26,2019,4
Melbourne,Qantas Airways,412,410,2019,5
Melbourne,Qatar Airways,30,30,2019,6
Melbourne,Royal Brunei Airlines,30,30,2019,7
Melbourne,Scoot Tigerair,35,35,2019,8
Melbourne,Sichuan Airlines,17,17,2019,9
Melbourne,Singapore Airlines,156,156,2019,10
Melbourne,SriLankan Airlines,30,30,2019,11
Melbourne,Thai Airways International,60,60,2019,12
Melbourne,Tianjin Airlines,10,10,2019,1
Melbourne,United Airlines,30,30,2019,2
Melbourne,Vietnam Airlines,28,28,2019,3
Melbourne,Virgin Australia,159,157,2019,4
Melbourne,Xiamen Airlines,21,21,2019,5
Newcastle,Virgin Australia,4,4,2019,6
Norfolk Island,Air Chathams,5,5,2019,7
Perth,Air Mauritius,8,8,2019,8
Perth,Air New Zealand,39,39,2019,9
Perth,AirAsia X,30,30,2019,10
Perth,All Nippon Airways,30,30,2019,11
Perth,Batik Air Indonesia,30,30,2019,12
Perth,Cathay Pacific Airways,40,40,2019,1
Perth,China Southern Airlines,13,13,2019,2
Perth,Citilink Indonesia,23,23,2019,3
Perth,Emirates,30,30,2019,4
Perth,Garuda Indonesia,46,46,2019,5
Perth,Indonesia AirAsia,90,90,2019,6
Perth,Jetstar,88,89,2019,7
Perth,Malaysia Airlines,54,54,2019,8
Perth,Malindo Air,60,60,2019,9
Perth,Qantas Airways,60,60,2019,10
Perth,Qatar Airways,30,30,2019,11
Perth,Scoot Tigerair,37,37,2019,12
Perth,Singapore Airlines,120,120,2019,1
Perth,South African Airways,26,26,2019,2
Perth,Thai Airways International,30,30,2019,3
Port Hedland,Virgin Australia,5,5,2019,4
Sydney,Air Caledonie,12,13,2019,5
Sydney,Air Canada,30,30,2019,6
Sydney,Air China,43,43,2019,7
Sydney,Air India,22,22,2019,8
Sydney,Air New Zealand,271,269,2019,9
Sydney,Air Niugini,9,9,2019,10
Sydney,Air Vanuatu,29,29,2019,11
Sydney,AirAsia X,30,30,2019,12
Sydney,All Nippon Airways,30,30,2019,1
Sydney,American Airlines,30,29,2019,2
Sydney,Asiana Airlines,30,30,2019,3
Sydney,Beijing Capital Airlines,13,13,2019,4
Sydney,British Airways,30,30,2019,5
Sydney,Cathay Pacific Airways,106,107,2019,6
Sydney,Cebu Pacific Air,22,22,2019,7
Sydney,China Airlines,30,30,2019,8
Sydney,China Eastern Airlines,112,112,2019,9
Sydney,China Southern Airlines,73,73,2019,10
Sydney,Delta Air Lines,30,30,2019,11
Sydney,Emirates,120,120,2019,12
Sydney,Etihad Airways,60,60,2019,1
Sydney,Fiji Airways,64,64,2019,2
Sydney,Garuda Indonesia,33,33,2019,3
Sydney,Hainan Airlines,17,17,2019,4
Sydney,Hawaiian Airlines,23,23,2019,5
Sydney,Japan Airlines,30,30,2019,6
Sydney,Jetstar,150,154,2019,7
Sydney,Korean Air,30,30,2019,8
Sydney,LATAM Airlines,30,30,2019,9
Sydney,Malaysia Airlines,60,60,2019,10
Sydney,Malindo Air,30,30,2019,11
Sydney,Philippine Airlines,26,26,2019,12
Sydney,Qantas Airways,774,774,2019,1
Sydney,Qatar Airways,60,60,2019,2
Sydney,Samoa Airways,9,9,2019,3
Sydney,Scoot Tigerair,29,29,2019,4
Sydney,Sichuan Airlines,8,8,2019,5
Sydney,Singapore Airlines,150,150,2019,6
Sydney,Thai Airways International,30,30,2019,7
Sydney,Tianjin Airlines,8,8,2019,8
Sydney,United Airlines,87,87,2019,9
Sydney,Vietnam Airlines,39,39,2019,10
Sydney,Virgin Australia,267,266,2019,11
Sydney,Xiamen Airlines,29,29,2019,12
Adelaide,Air New Zealand,20,20,2019,1
Adelaide,Cathay Pacific Airways,24,24,2019,2
Adelaide,China Southern Airlines,19,19,2019,3
Adelaide,Emirates,31,31,2019,4
Adelaide,Jetstar,55,55,2019,5
Adelaide,Malaysia Airlines,21,22,2019,6
Adelaide,Malindo Air,18,18,2019,7
Adelaide,Qatar Airways,31,31,2019,8
Adelaide,Singapore Airlines,44,44,2019,9
Avalon,AirAsia X,62,62,2019,10
Brisbane,Air Caledonie,16,16,2019,11
Brisbane,Air Canada,31,31,2019,12
Brisbane,Air New Zealand,147,147,2019,1
Brisbane,Air Niugini,31,31,2019,2
Brisbane,Air Vanuatu,23,22,2019,3
Brisbane,Cathay Pacific Airways,49,49,2019,4
Brisbane,China Airlines,62,62,2019,5
Brisbane,China Eastern Airlines,31,31,2019,6
Brisbane,China Southern Airlines,39,38,2019,7
Brisbane,Emirates,93,93,2019,8
Brisbane,Etihad Airways,31,31,2019,9
Brisbane,Eva Air,31,31,2019,10
Brisbane,Fiji Airways,34,34,2019,11
Brisbane,Hainan Airlines,9,9,2019,12
Brisbane,Hawaiian Airlines,13,13,2019,1
Brisbane,Jetstar,30,30,2019,2
Brisbane,Korean Air,31,31,2019,3
Brisbane,Malaysia Airlines,17,18,2019,4
Brisbane,Malindo Air,18,18,2019,5
Brisbane,Nauru Airlines,13,12,2019,6
Brisbane,Philippine Airlines,22,22,2019,7
Brisbane,Qantas Airways,271,272,2019,8
Brisbane,Royal Brunei Airlines,18,17,2019,9
Brisbane,Samoa Airways,10,10,2019,10
Brisbane,Singapore Airlines,124,124,2019,11
Brisbane,Solomon Airlines,22,22,2019,12
Brisbane,Thai AirAsia X,13,13,2019,1
Brisbane,Thai Airways International,18,18,2019,2
Brisbane,Virgin Australia,338,339,2019,3
Cairns,Air Niugini,41,41,2019,4
Cairns,Hainan Airlines,9,9,2019,5
Cairns,Jetstar,71,71,2019,6
Cairns,Qantas Airways,28,28,2019,7
Cairns,Silk Air,31,31,2019,8
Canberra,Qatar Airways,31,31,2019,9
Canberra,Singapore Airlines,31,31,2019,10
Darwin,Donghai Airlines,9,9,2019,11
Darwin,Jetstar,27,28,2019,12
Darwin,Jetstar Asia,27,27,2019,1
Darwin,Silk Air,31,31,2019,2
Gold Coast,Air New Zealand,41,41,2019,3
Gold Coast,AirAsia X,31,31,2019,4
Gold Coast,Jetstar,124,122,2019,5
Gold Coast,Scoot Tigerair,18,18,2019,6
Gold Coast,Virgin Australia,31,31,2019,7
Melbourne,Air Caledonie,13,13,2019,8
Melbourne,Air Canada,17,17,2019,9
Melbourne,Air China,31,31,2019,10
Melbourne,Air India,13,13,2019,11
Melbourne,Air New Zealand,218,213,2019,12
Melbourne,Air Vanuatu,13,13,2019,1
Melbourne,Beijing Capital Airlines,13,13,2019,2
Melbourne,Cathay Pacific Airways,93,93,2019,3
Melbourne,Cebu Pacific Air,14,13,2019,4
Melbourne,China Airlines,18,18,2019,5
Melbourne,China Eastern Airlines,62,62,2019,6
Melbourne,China Southern Airlines,94,94,2019,7
Melbourne,Emirates,93,93,2019,8
Melbourne,Etihad Airways,62,62,2019,9
Melbourne,Fiji Airways,33,33,2019,10
Melbourne,Garuda Indonesia,50,51,2019,11
Melbourne,Hainan Airlines,9,9,2019,12
Melbourne,Japan Airlines,31,31,2019,1
Melbourne,Jetstar,229,232,2019,2
Melbourne,LATAM Airlines,12,11,2019,3
Melbourne,Malaysia Airlines,76,77,2019,4
Melbourne,Malindo Air,31,31,2019,5
Melbourne,Philippine Airlines,30,30,2019,6
Melbourne,Qantas Airways,439,438,2019,7
Melbourne,Qatar Airways,31,31,2019,8
Melbourne,Royal Brunei Airlines,31,31,2019,9
Melbourne,Scoot Tigerair,52,52,2019,10
Melbourne,Sichuan Airlines,17,17,2019,11
Melbourne,Singapore Airlines,159,159,2019,12
Melbourne,SriLankan Airlines,31,31,2019,1
Melbourne,Thai Airways International,62,62,2019,2
Melbourne,Tianjin Airlines,12,12,2019,3
Melbourne,United Airlines,41,38,2019,4
Melbourne,Vietnam Airlines,31,31,2019,5
Melbourne,Virgin Australia,181,182,2019,6
Melbourne,Xiamen Airlines,22,22,2019,7
Newcastle,Virgin Australia,14,14,2019,8
Norfolk Island,Air Chathams,5,5,2019,9
Perth,Air Mauritius,11,11,2019,10
Perth,Air New Zealand,32,33,2019,11
Perth,AirAsia X,48,48,2019,12
Perth,All Nippon Airways,31,31,2019,1
Perth,Batik Air Indonesia,31,31,2019,2
Perth,Cathay Pacific Airways,44,44,2019,3
Perth,China Southern Airlines,19,18,2019,4
Perth,Citilink Indonesia,31,31,2019,5
Perth,Emirates,61,61,2019,6
Perth,Garuda Indonesia,49,49,2019,7
Perth,Indonesia AirAsia,93,93,2019,8
Perth,Jetstar,91,91,2019,9
Perth,Malaysia Airlines,57,57,2019,10
Perth,Malindo Air,62,62,2019,11
Perth,Qantas Airways,76,76,2019,12
Perth,Qatar Airways,31,30,2019,1
Perth,Scoot Tigerair,53,53,2019,2
Perth,Singapore Airlines,124,124,2019,3
Perth,South African Airways,31,31,2019,4
Perth,Thai Airways International,31,31,2019,5
Port Hedland,Virgin Australia,4,4,2019,6
Sydney,Air Caledonie,17,17,2019,7
Sydney,Air Canada,31,31,2019,8
Sydney,Air China,43,43,2019,9
Sydney,Air India,22,22,2019,10
Sydney,Air New Zealand,288,287,2019,11
Sydney,Air Niugini,9,9,2019,12
Sydney,Air Vanuatu,30,30,2019,1
Sydney,AirAsia X,62,62,2019,2
Sydney,All Nippon Airways,31,31,2019,3
Sydney,American Airlines,31,31,2019,4
Sydney,Asiana Airlines,31,31,2019,5
Sydney,Beijing Capital Airlines,13,13,2019,6
Sydney,British Airways,31,31,2019,7
Sydney,Cathay Pacific Airways,124,124,2019,8
Sydney,Cebu Pacific Air,22,22,2019,9
Sydney,China Airlines,49,49,2019,10
Sydney,China Eastern Airlines,112,112,2019,11
Sydney,China Southern Airlines,93,93,2019,12
Sydney,Delta Air Lines,31,32,2019,1
Sydney,Emirates,124,124,2019,2
Sydney,Etihad Airways,62,62,2019,3
Sydney,Fiji Airways,70,70,2019,4
Sydney,Garuda Indonesia,48,48,2019,5
Sydney,Hainan Airlines,18,18,2019,6
Sydney,Hawaiian Airlines,31,31,2019,7
Sydney,Japan Airlines,31,31,2019,8
Sydney,Jetstar,170,173,2019,9
Sydney,Korean Air,31,31,2019,10
Sydney,LATAM Airlines,31,31,2019,11
Sydney,Malaysia Airlines,65,65,2019,12
Sydney,Malindo Air,31,31,2019,1
Sydney,Philippine Airlines,30,30,2019,2
Sydney,Qantas Airways,881,881,2019,3
Sydney,Qatar Airways,62,62,2019,4
Sydney,Samoa Airways,10,10,2019,5
Sydney,Scoot Tigerair,44,44,2019,6
Sydney,Sichuan Airlines,9,9,2019,7
Sydney,Singapore Airlines,155,155,2019,8
Sydney,Thai Airways International,31,31,2019,9
Sydney,Tianjin Airlines,9,9,2019,10
Sydney,United Airlines,92,92,2019,11
Sydney,Vietnam Airlines,44,44,2019,12
Sydney,Virgin Australia,303,304,2019,1
Sydney,Xiamen Airlines,31,31,2019,2
Adelaide,Air New Zealand,23,23,2020,3
Adelaide,Cathay Pacific Airways,26,26,2020,4
Adelaide,China Southern Airlines,21,21,2020,5
Adelaide,Emirates,31,31,2020,6
Adelaide,Jetstar,58,59,2020,7
Adelaide,Malaysia Airlines,23,22,2020,8
Adelaide,Malindo Air,17,18,2020,9
Adelaide,Qatar Airways,31,31,2020,10
Adelaide,Singapore Airlines,48,48,2020,11
Avalon,AirAsia X,62,62,2020,12
Avalon,Citilink Indonesia,7,7,2020,1
Brisbane,Air Caledonie,18,18,2020,2
Brisbane,Air Canada,30,31,2020,3
Brisbane,Air New Zealand,161,159,2020,4
Brisbane,Air Niugini,32,31,2020,5
Brisbane,Air Vanuatu,22,22,2020,6
Brisbane,Cathay Pacific Airways,48,48,2020,7
Brisbane,China Airlines,62,62,2020,8
Brisbane,China Eastern Airlines,31,31,2020,9
Brisbane,China Southern Airlines,44,45,2020,10
Brisbane,Emirates,93,92,2020,11
Brisbane,Etihad Airways,31,31,2020,12
Brisbane,Eva Air,31,31,2020,1
Brisbane,Fiji Airways,33,33,2020,2
Brisbane,Hainan Airlines,9,9,2020,3
Brisbane,Hawaiian Airlines,13,13,2020,4
Brisbane,Jetstar,31,31,2020,5
Brisbane,Korean Air,31,31,2020,6
Brisbane,Malaysia Airlines,18,18,2020,7
Brisbane,Malindo Air,18,17,2020,8
Brisbane,Nauru Airlines,12,14,2020,9
Brisbane,Philippine Airlines,22,22,2020,10
Brisbane,Qantas Airways,285,284,2020,11
Brisbane,Royal Brunei Airlines,18,18,2020,12
Brisbane,Samoa Airways,8,8,2020,1
Brisbane,Singapore Airlines,124,124,2020,2
Brisbane,Solomon Airlines,22,22,2020,3
Brisbane,Thai AirAsia X,13,13,2020,4
Brisbane,Thai Airways International,18,18,2020,5
Brisbane,Virgin Australia,341,339,2020,6
Cairns,Air Niugini,43,42,2020,7
Cairns,Hainan Airlines,13,13,2020,8
Cairns,Jetstar,79,79,2020,9
Cairns,Qantas Airways,28,27,2020,10
Cairns,Silk Air,31,31,2020,11
Canberra,Qatar Airways,31,31,2020,12
Canberra,Singapore Airlines,31,31,2020,1
Darwin,Donghai Airlines,10,10,2020,2
Darwin,Jetstar,31,31,2020,3
Darwin,Jetstar Asia,31,31,2020,4
Darwin,Silk Air,31,31,2020,5
Gold Coast,Air New Zealand,38,38,2020,6
Gold Coast,AirAsia X,31,31,2020,7
Gold Coast,Jetstar,132,132,2020,8
Gold Coast,Scoot Tigerair,15,14,2020,9
Gold Coast,Virgin Australia,30,30,2020,10
Melbourne,Air Caledonie,14,13,2020,11
Melbourne,Air Canada,18,18,2020,12
Melbourne,Air China,31,31,2020,1
Melbourne,Air India,13,13,2020,2
Melbourne,Air New Zealand,223,222,2020,3
Melbourne,Air Vanuatu,13,13,2020,4
Melbourne,Beijing Capital Airlines,14,14,2020,5
Melbourne,Cathay Pacific Airways,93,93,2020,6
Melbourne,Cebu Pacific Air,13,14,2020,7
Melbourne,China Airlines,18,18,2020,8
Melbourne,China Eastern Airlines,71,71,2020,9
Melbourne,China Southern Airlines,106,106,2020,10
Melbourne,Emirates,93,93,2020,11
Melbourne,Etihad Airways,62,62,2020,12
Melbourne,Fiji Airways,31,31,2020,1
Melbourne,Garuda Indonesia,50,51,2020,2
Melbourne,Hainan Airlines,9,9,2020,3
Melbourne,Japan Airlines,31,31,2020,4
Melbourne,Jetstar,248,251,2020,5
Melbourne,LATAM Airlines,14,13,2020,6
Melbourne,Malaysia Airlines,74,74,2020,7
Melbourne,Malindo Air,31,31,2020,8
