Australian,Airline,InFlights,OutFlights,Year,Month_Number
Melbourne,Virgin Australia,119,120,2012,12
Norfolk Island,Air New Zealand,4,4,2012,1
Perth,Air Mauritius,4,4,2012,2
Perth,Air New Zealand,35,35,2012,3
Perth,AirAsia X,31,31,2012,4
Perth,Cathay Pacific Airways,44,44,2012,5
Perth,China Southern Airlines,13,13,2012,6
Perth,Emirates,63,63,2012,7
Perth,Garuda Indonesia,90,90,2012,8
Perth,Indonesia AirAsia,77,77,2012,9
Perth,Jetstar,67,67,2012,10
Perth,Jetstar Asia,31,31,2012,11
Perth,Malaysia Airlines,45,44,2012,12
Perth,Qantas Airways,70,69,2012,1
Perth,Singapore Airlines,80,80,2012,2
Perth,South African Airways,26,26,2012,3
Perth,Thai Airways International,27,27,2012,4
Perth,Tigerair,31,31,2012,5
Perth,Virgin Australia,59,59,2012,6
Sydney,Aerolineas Argentinas,14,14,2012,7
Sydney,Air Austral,5,5,2012,8
Sydney,Air Caledonie,22,23,2012,9
Sydney,Air Canada,31,31,2012,10
Sydney,Air China,40,40,2012,11
Sydney,Air Mauritius,4,4,2012,12
Sydney,Air New Zealand,282,278,2012,1
Sydney,Air Niugini,5,8,2012,2
Sydney,Fiji Airways,55,54,2012,3
Sydney,Air Vanuatu,27,27,2012,4
Sydney,Asiana Airlines,26,26,2012,5
Sydney,British Airways,33,35,2012,6
Sydney,Cathay Pacific Airways,124,124,2012,7
Sydney,China Airlines,18,18,2012,8
Sydney,China Eastern Airlines,31,30,2012,9
Sydney,China Southern Airlines,49,49,2012,10
Sydney,Delta Air Lines,30,30,2012,11
Sydney,Emirates,155,155,2012,12
Sydney,Etihad Airways,62,62,2012,1
Sydney,Garuda Indonesia,61,61,2012,2
Sydney,Hawaiian Airlines,31,31,2012,3
Sydney,Japan Airlines,31,31,2012,4
Sydney,Jetstar,156,161,2012,5
Sydney,Korean Air,31,31,2012,6
Sydney,LATAM Airlines,26,27,2012,7
Sydney,Malaysia Airlines,62,62,2012,8
Sydney,Philippine Airlines,31,31,2012,9
Sydney,Qantas Airways,632,627,2012,10
Sydney,Singapore Airlines,120,120,2012,11
Sydney,Thai Airways International,50,50,2012,12
Sydney,United Airlines,62,61,2012,1
Sydney,Vietnam Airlines,31,31,2012,2
Sydney,Virgin Atlantic Airways,31,31,2012,3
Sydney,Virgin Australia,145,144,2012,4
Sydney,Virgin Samoa,14,13,2012,5
Adelaide,Air New Zealand,24,24,2012,6
Adelaide,Cathay Pacific Airways,30,30,2012,7
Adelaide,Malaysia Airlines,26,26,2012,8
Adelaide,Qantas Airways,14,12,2012,9
Adelaide,Singapore Airlines,30,30,2012,10
Adelaide,Virgin Australia,21,22,2012,11
Brisbane,Air Caledonie,9,9,2012,12
Brisbane,Air New Zealand,92,92,2012,1
Brisbane,Air Niugini,53,47,2012,2
Brisbane,Fiji Airways,29,29,2012,3
Brisbane,Air Vanuatu,14,13,2012,4
Brisbane,British Airways,1,0,2012,5
Brisbane,Cathay Pacific Airways,47,48,2012,6
Brisbane,China Airlines,26,26,2012,7
Brisbane,China Southern Airlines,17,17,2012,8
Brisbane,Emirates,90,90,2012,9
Brisbane,Etihad Airways,13,13,2012,10
Brisbane,Eva Air,7,7,2012,11
Brisbane,Jetstar,23,29,2012,12
Brisbane,Korean Air,17,17,2012,1
Brisbane,Malaysia Airlines,22,22,2012,2
Brisbane,Nauru Airlines,4,5,2012,3
Brisbane,Qantas Airways,172,139,2012,4
Brisbane,Singapore Airlines,90,90,2012,5
Brisbane,Solomon Airlines,17,18,2012,6
Brisbane,Thai Airways International,26,26,2012,7
Brisbane,Virgin Australia,305,307,2012,8
Brisbane,Virgin Samoa,4,4,2012,9
Cairns,Air New Zealand,21,21,2012,10
Cairns,Air Niugini,39,39,2012,11
Cairns,Airlines PNG,9,9,2012,12
Cairns,Cathay Pacific Airways,30,30,2012,1
Cairns,Jetstar,61,61,2012,2
Cairns,Qantas Airways,51,51,2012,3
Cairns,United Airlines,9,9,2012,4
Darwin,Indonesia AirAsia,17,17,2012,5
Darwin,Jetstar,94,98,2012,6
Darwin,Silk Air,18,18,2012,7
Gold Coast,Air New Zealand,28,28,2012,8
Gold Coast,AirAsia X,22,21,2012,9
Gold Coast,Jetstar,83,83,2012,10
Gold Coast,Qantas Airways,1,0,2012,11
Gold Coast,Virgin Australia,30,30,2012,12
Melbourne,Air China,21,21,2012,1
Melbourne,Air Mauritius,4,4,2012,2
Melbourne,Air New Zealand,137,137,2012,3
Melbourne,Fiji Airways,13,13,2012,4
Melbourne,Air Vanuatu,0,1,2012,5
Melbourne,AirAsia X,30,30,2012,6
Melbourne,Cathay Pacific Airways,89,89,2012,7
Melbourne,China Eastern Airlines,30,30,2012,8
Melbourne,China Southern Airlines,42,42,2012,9
Melbourne,Emirates,120,120,2012,10
Melbourne,Etihad Airways,30,30,2012,11
Melbourne,Garuda Indonesia,38,38,2012,12
Melbourne,Jetstar,161,167,2012,1
Melbourne,Korean Air,12,12,2012,2
Melbourne,Malaysia Airlines,60,60,2012,3
Melbourne,Philippine Airlines,29,29,2012,4
Melbourne,Qantas Airways,209,209,2012,5
Melbourne,Qatar Airways,30,30,2012,6
Melbourne,Royal Brunei Airlines,30,30,2012,7
Melbourne,Singapore Airlines,90,90,2012,8
Melbourne,Thai Airways International,55,55,2012,9
Melbourne,United Airlines,30,30,2012,10
Melbourne,Vietnam Airlines,30,30,2012,11
Melbourne,Virgin Australia,107,105,2012,12
Norfolk Island,Air New Zealand,5,4,2012,1
Perth,Air Mauritius,5,5,2012,2
Perth,Air New Zealand,36,36,2012,3
Perth,AirAsia X,30,30,2012,4
Perth,Cathay Pacific Airways,43,43,2012,5
Perth,China Southern Airlines,13,13,2012,6
Perth,Emirates,60,60,2012,7
Perth,Garuda Indonesia,90,90,2012,8
Perth,Indonesia AirAsia,80,81,2012,9
Perth,Jetstar,75,75,2012,10
Perth,Jetstar Asia,30,30,2012,11
Perth,Malaysia Airlines,43,44,2012,12
Perth,Qantas Airways,72,72,2012,1
Perth,Singapore Airlines,90,90,2012,2
Perth,South African Airways,26,26,2012,3
Perth,Thai Airways International,25,25,2012,4
Perth,Tigerair,30,30,2012,5
Perth,Virgin Australia,56,55,2012,6
Sydney,Aerolineas Argentinas,11,11,2012,7
Sydney,Air Austral,5,4,2012,8
Sydney,Air Caledonie,17,16,2012,9
Sydney,Air Canada,30,30,2012,10
Sydney,Air China,41,41,2012,11
Sydney,Air Mauritius,4,4,2012,12
Sydney,Air New Zealand,263,263,2012,1
Sydney,Air Niugini,4,8,2012,2
Sydney,Fiji Airways,55,55,2012,3
Sydney,Air Vanuatu,26,26,2012,4
Sydney,AirAsia X,30,29,2012,5
Sydney,Asiana Airlines,26,26,2012,6
Sydney,British Airways,29,30,2012,7
Sydney,Cathay Pacific Airways,118,118,2012,8
Sydney,China Airlines,17,17,2012,9
Sydney,China Eastern Airlines,30,30,2012,10
Sydney,China Southern Airlines,48,48,2012,11
Sydney,Delta Air Lines,28,28,2012,12
Sydney,Emirates,150,150,2012,1
Sydney,Etihad Airways,52,52,2012,2
Sydney,Garuda Indonesia,60,60,2012,3
Sydney,Hawaiian Airlines,30,30,2012,4
Sydney,Japan Airlines,30,30,2012,5
Sydney,Jetstar,177,175,2012,6
Sydney,Korean Air,30,30,2012,7
Sydney,LATAM Airlines,23,23,2012,8
Sydney,Malaysia Airlines,60,60,2012,9
Sydney,Philippine Airlines,29,29,2012,10
Sydney,Qantas Airways,643,642,2012,11
Sydney,Singapore Airlines,120,120,2012,12
Sydney,Thai Airways International,47,48,2012,1
Sydney,United Airlines,60,60,2012,2
Sydney,Vietnam Airlines,30,30,2012,3
Sydney,Virgin Atlantic Airways,30,30,2012,4
Sydney,Virgin Australia,152,152,2012,5
Sydney,Virgin Samoa,13,13,2012,6
Adelaide,Air New Zealand,17,17,2012,7
Adelaide,Cathay Pacific Airways,31,31,2012,8
Adelaide,Malaysia Airlines,26,26,2012,9
Adelaide,Qantas Airways,14,14,2012,10
Adelaide,Singapore Airlines,31,31,2012,11
Adelaide,Virgin Australia,21,21,2012,12
Brisbane,Air Caledonie,9,9,2012,1
Brisbane,Air New Zealand,96,96,2012,2
Brisbane,Air Niugini,53,48,2012,3
Brisbane,Fiji Airways,31,31,2012,4
Brisbane,Air Vanuatu,12,13,2012,5
Brisbane,Cathay Pacific Airways,49,48,2012,6
Brisbane,China Airlines,26,26,2012,7
Brisbane,China Southern Airlines,18,18,2012,8
Brisbane,Emirates,93,93,2012,9
Brisbane,Etihad Airways,13,13,2012,10
Brisbane,Eva Air,6,6,2012,11
Brisbane,Jetstar,27,31,2012,12
Brisbane,Korean Air,15,15,2012,1
Brisbane,Malaysia Airlines,21,21,2012,2
Brisbane,Nauru Airlines,4,4,2012,3
Brisbane,Qantas Airways,155,137,2012,4
Brisbane,Singapore Airlines,93,93,2012,5
Brisbane,Solomon Airlines,18,17,2012,6
Brisbane,Thai Airways International,21,21,2012,7
Brisbane,Virgin Australia,270,269,2012,8
Brisbane,Virgin Samoa,4,4,2012,9
Cairns,Air New Zealand,18,18,2012,10
Cairns,Air Niugini,39,39,2012,11
Cairns,Airlines PNG,8,8,2012,12
Cairns,Cathay Pacific Airways,31,31,2012,1
Cairns,Jetstar,58,58,2012,2
Cairns,Qantas Airways,54,55,2012,3
Cairns,United Airlines,9,8,2012,4
Darwin,Jetstar,86,87,2012,5
Darwin,Silk Air,17,18,2012,6
Gold Coast,Air New Zealand,17,17,2012,7
Gold Coast,AirAsia X,22,22,2012,8
Gold Coast,Jetstar,71,71,2012,9
Gold Coast,Virgin Australia,25,25,2012,10
Melbourne,Air China,18,18,2012,11
Melbourne,Air Mauritius,4,4,2012,12
Melbourne,Air New Zealand,120,120,2012,1
Melbourne,Fiji Airways,17,17,2012,2
Melbourne,AirAsia X,31,31,2012,3
Melbourne,Cathay Pacific Airways,93,93,2012,4
Melbourne,China Eastern Airlines,31,31,2012,5
Melbourne,China Southern Airlines,45,45,2012,6
Melbourne,Emirates,124,124,2012,7
Melbourne,Etihad Airways,31,31,2012,8
Melbourne,Garuda Indonesia,40,40,2012,9
Melbourne,Jetstar,138,139,2012,10
Melbourne,Korean Air,13,14,2012,11
Melbourne,Malaysia Airlines,62,62,2012,12
Melbourne,Philippine Airlines,30,30,2012,1
Melbourne,Qantas Airways,206,208,2012,2
Melbourne,Qatar Airways,31,31,2012,3
Melbourne,Royal Brunei Airlines,31,31,2012,4
Melbourne,Singapore Airlines,93,93,2012,5
Melbourne,Thai Airways International,53,53,2012,6
Melbourne,United Airlines,31,31,2012,7
Melbourne,Vietnam Airlines,22,22,2012,8
Melbourne,Virgin Australia,109,109,2012,9
Norfolk Island,Air New Zealand,4,4,2012,10
Perth,Air Mauritius,4,4,2012,11
Perth,Air New Zealand,26,26,2012,12
Perth,AirAsia X,31,31,2012,1
Perth,Cathay Pacific Airways,40,40,2012,2
Perth,China Southern Airlines,13,13,2012,3
Perth,Emirates,62,62,2012,4
Perth,Garuda Indonesia,93,93,2012,5
Perth,Indonesia AirAsia,76,76,2012,6
Perth,Jetstar,72,71,2012,7
Perth,Jetstar Asia,31,31,2012,8
Perth,Malaysia Airlines,44,43,2012,9
Perth,Qantas Airways,66,65,2012,10
Perth,Singapore Airlines,93,93,2012,11
Perth,South African Airways,26,27,2012,12
Perth,Thai Airways International,27,27,2012,1
Perth,Tigerair,31,31,2012,2
Perth,Virgin Australia,57,57,2012,3
Sydney,Aerolineas Argentinas,14,14,2012,4
Sydney,Air Austral,8,8,2012,5
Sydney,Air Caledonie,19,19,2012,6
Sydney,Air Canada,31,31,2012,7
Sydney,Air China,34,34,2012,8
Sydney,Air Mauritius,4,4,2012,9
Sydney,Air New Zealand,219,219,2012,10
Sydney,Air Niugini,4,8,2012,11
Sydney,Fiji Airways,58,58,2012,12
Sydney,Air Vanuatu,26,26,2012,1
Sydney,AirAsia X,31,31,2012,2
Sydney,Asiana Airlines,26,26,2012,3
Sydney,British Airways,30,30,2012,4
Sydney,Cathay Pacific Airways,118,118,2012,5
Sydney,China Airlines,18,18,2012,6
Sydney,China Eastern Airlines,31,31,2012,7
Sydney,China Southern Airlines,48,48,2012,8
Sydney,Delta Air Lines,31,31,2012,9
Sydney,Emirates,155,155,2012,10
Sydney,Etihad Airways,48,48,2012,11
Sydney,Garuda Indonesia,60,60,2012,12
Sydney,Hawaiian Airlines,31,31,2012,1
Sydney,Japan Airlines,31,31,2012,2
Sydney,Jetstar,141,145,2012,3
Sydney,Korean Air,31,31,2012,4
Sydney,LATAM Airlines,27,26,2012,5
Sydney,Malaysia Airlines,62,62,2012,6
Sydney,Philippine Airlines,31,30,2012,7
Sydney,Qantas Airways,635,635,2012,8
Sydney,Singapore Airlines,118,118,2012,9
Sydney,Thai Airways International,48,47,2012,10
Sydney,United Airlines,62,62,2012,11
Sydney,Vietnam Airlines,23,23,2012,12
Sydney,Virgin Atlantic Airways,31,31,2012,1
Sydney,Virgin Australia,157,158,2012,2
Sydney,Virgin Samoa,13,13,2012,3
Adelaide,Air New Zealand,17,17,2012,4
Adelaide,Cathay Pacific Airways,30,30,2012,5
Adelaide,Malaysia Airlines,26,26,2012,6
Adelaide,Qantas Airways,13,13,2012,7
Adelaide,Singapore Airlines,30,30,2012,8
Adelaide,Virgin Australia,22,22,2012,9
Brisbane,Air Caledonie,8,8,2012,10
Brisbane,Air New Zealand,96,96,2012,11
Brisbane,Air Niugini,52,49,2012,12
Brisbane,Fiji Airways,30,30,2012,1
Brisbane,Air Vanuatu,13,13,2012,2
Brisbane,Cathay Pacific Airways,47,47,2012,3
Brisbane,China Airlines,26,26,2012,4
Brisbane,China Southern Airlines,17,17,2012,5
Brisbane,Emirates,90,90,2012,6
Brisbane,Etihad Airways,13,13,2012,7
Brisbane,Eva Air,8,8,2012,8
Brisbane,Jetstar,30,30,2012,9
Brisbane,Korean Air,17,17,2012,10
Brisbane,Malaysia Airlines,22,22,2012,11
Brisbane,Nauru Airlines,4,4,2012,12
Brisbane,Qantas Airways,164,142,2012,1
Brisbane,Singapore Airlines,90,90,2012,2
Brisbane,Solomon Airlines,18,19,2012,3
Brisbane,Thai Airways International,30,30,2012,4
Brisbane,Virgin Australia,293,296,2012,5
Brisbane,Virgin Samoa,5,5,2012,6
Cairns,Air New Zealand,19,19,2012,7
Cairns,Air Niugini,39,40,2012,8
Cairns,Airlines PNG,8,8,2012,9
Cairns,Cathay Pacific Airways,30,30,2012,10
Cairns,Jetstar,54,54,2012,11
Cairns,Qantas Airways,50,50,2012,12
Cairns,United Airlines,8,9,2012,1
Darwin,Jetstar,89,90,2012,2
Darwin,Silk Air,17,17,2012,3
Gold Coast,Air New Zealand,23,23,2012,4
Gold Coast,AirAsia X,21,22,2012,5
Gold Coast,Jetstar,79,79,2012,6
Gold Coast,Scoot,13,13,2012,7
Gold Coast,Virgin Australia,26,26,2012,8
Melbourne,Air China,21,21,2012,9
Melbourne,Air New Zealand,119,120,2012,10
Melbourne,Fiji Airways,19,19,2012,11
Melbourne,Air Vanuatu,3,3,2012,12
Melbourne,AirAsia X,30,30,2012,1
Melbourne,Cathay Pacific Airways,90,90,2012,2
Melbourne,China Eastern Airlines,30,30,2012,3
Melbourne,China Southern Airlines,40,40,2012,4
Melbourne,Emirates,120,120,2012,5
Melbourne,Etihad Airways,30,30,2012,6
Melbourne,Garuda Indonesia,39,39,2012,7
Melbourne,Jetstar,146,143,2012,8
Melbourne,Korean Air,12,12,2012,9
Melbourne,Malaysia Airlines,60,60,2012,10
Melbourne,Philippine Airlines,30,30,2012,11
Melbourne,Qantas Airways,205,204,2012,12
Melbourne,Qatar Airways,30,30,2012,1
Melbourne,Royal Brunei Airlines,30,30,2012,2
Melbourne,Singapore Airlines,90,90,2012,3
Melbourne,Thai Airways International,52,52,2012,4
Melbourne,United Airlines,29,29,2012,5
Melbourne,Vietnam Airlines,27,27,2012,6
Melbourne,Virgin Australia,105,106,2012,7
Norfolk Island,Air New Zealand,4,4,2012,8
Perth,Air Mauritius,9,8,2012,9
Perth,Air New Zealand,26,26,2012,10
Perth,AirAsia X,31,31,2012,11
Perth,Cathay Pacific Airways,39,38,2012,12
Perth,China Southern Airlines,13,13,2012,1
Perth,Emirates,61,61,2012,2
Perth,Garuda Indonesia,75,75,2012,3
Perth,Indonesia AirAsia,73,73,2012,4
Perth,Jetstar,82,84,2012,5
Perth,Jetstar Asia,30,30,2012,6
Perth,Malaysia Airlines,43,43,2012,7
Perth,Qantas Airways,64,65,2012,8
Perth,Singapore Airlines,90,90,2012,9
Perth,South African Airways,26,25,2012,10
Perth,Thai Airways International,28,28,2012,11
Perth,Tigerair,30,30,2012,12
Perth,Virgin Australia,55,56,2012,1
Sydney,Aerolineas Argentinas,13,13,2012,2
Sydney,Air Austral,7,8,2012,3
Sydney,Air Caledonie,16,17,2012,4
Sydney,Air Canada,30,30,2012,5
Sydney,Air China,38,38,2012,6
Sydney,Air New Zealand,215,215,2012,7
Sydney,Air Niugini,5,9,2012,8
Sydney,Fiji Airways,55,55,2012,9
Sydney,Air Vanuatu,26,26,2012,10
Sydney,AirAsia X,30,30,2012,11
Sydney,Asiana Airlines,26,26,2012,12
Sydney,British Airways,30,30,2012,1
Sydney,Cathay Pacific Airways,112,112,2012,2
Sydney,China Airlines,17,17,2012,3
Sydney,China Eastern Airlines,30,30,2012,4
Sydney,China Southern Airlines,50,50,2012,5
Sydney,Delta Air Lines,30,30,2012,6
Sydney,Emirates,150,150,2012,7
Sydney,Etihad Airways,47,47,2012,8
Sydney,Garuda Indonesia,60,60,2012,9
Sydney,Hawaiian Airlines,30,30,2012,10
Sydney,Japan Airlines,30,30,2012,11
Sydney,Jetstar,162,161,2012,12
Sydney,Korean Air,30,30,2012,1
Sydney,LATAM Airlines,24,24,2012,2
Sydney,Malaysia Airlines,60,60,2012,3
Sydney,Philippine Airlines,30,30,2012,4
Sydney,Qantas Airways,624,626,2012,5
Sydney,Scoot,26,26,2012,6
Sydney,Singapore Airlines,120,120,2012,7
Sydney,Thai Airways International,50,50,2012,8
Sydney,United Airlines,58,58,2012,9
Sydney,Vietnam Airlines,28,28,2012,10
Sydney,Virgin Atlantic Airways,30,30,2012,11
Sydney,Virgin Australia,164,162,2012,12
Sydney,Virgin Samoa,13,13,2012,1
Adelaide,Air New Zealand,22,22,2012,2
Adelaide,Cathay Pacific Airways,30,30,2012,3
Adelaide,Malaysia Airlines,26,27,2012,4
Adelaide,Qantas Airways,13,13,2012,5
Adelaide,Singapore Airlines,45,45,2012,6
Adelaide,Virgin Australia,22,22,2012,7
Brisbane,Air Caledonie,9,9,2012,8
Brisbane,Air New Zealand,117,115,2012,9
Brisbane,Air Niugini,49,47,2012,10
Brisbane,Air Vanuatu,14,14,2012,11
Brisbane,Cathay Pacific Airways,48,47,2012,12
Brisbane,China Airlines,28,28,2012,1
Brisbane,China Southern Airlines,18,18,2012,2
Brisbane,Emirates,93,93,2012,3
Brisbane,Etihad Airways,13,13,2012,4
Brisbane,Eva Air,8,8,2012,5
Brisbane,Fiji Airways,31,31,2012,6
Brisbane,Jetstar,28,28,2012,7
Brisbane,Korean Air,18,18,2012,8
Brisbane,Malaysia Airlines,22,22,2012,9
Brisbane,Nauru Airlines,4,4,2012,10
Brisbane,Qantas Airways,184,148,2012,11
Brisbane,Singapore Airlines,93,93,2012,12
Brisbane,Solomon Airlines,19,19,2012,1
Brisbane,Thai Airways International,31,31,2012,2
Brisbane,Virgin Australia,353,357,2012,3
Brisbane,Virgin Samoa,4,4,2012,4
Cairns,Air New Zealand,28,26,2012,5
Cairns,Air Niugini,41,40,2012,6
Cairns,Airlines PNG,9,9,2012,7
Cairns,Cathay Pacific Airways,30,30,2012,8
Cairns,Jetstar,65,64,2012,9
Cairns,Qantas Airways,51,53,2012,10
Cairns,United Airlines,9,9,2012,11
Darwin,Jetstar,104,105,2012,12
Darwin,Silk Air,18,18,2012,1
Gold Coast,Air New Zealand,36,35,2012,2
Gold Coast,AirAsia X,20,20,2012,3
Gold Coast,Jetstar,89,89,2012,4
Gold Coast,Scoot,23,22,2012,5
Gold Coast,Virgin Australia,31,31,2012,6
Melbourne,Air China,22,22,2012,7
Melbourne,Air New Zealand,157,157,2012,8
Melbourne,Air Vanuatu,4,4,2012,9
Melbourne,AirAsia X,31,31,2012,10
Melbourne,Cathay Pacific Airways,90,90,2012,11
Melbourne,China Eastern Airlines,31,31,2012,12
Melbourne,China Southern Airlines,31,31,2012,1
Melbourne,Emirates,124,124,2012,2
Melbourne,Etihad Airways,31,31,2012,3
Melbourne,Fiji Airways,22,22,2012,4
Melbourne,Garuda Indonesia,40,40,2012,5
Melbourne,Jetstar,175,173,2012,6
Melbourne,Korean Air,13,13,2012,7
Melbourne,Malaysia Airlines,62,62,2012,8
Melbourne,Philippine Airlines,22,22,2012,9
Melbourne,Qantas Airways,221,219,2012,10
Melbourne,Qatar Airways,31,31,2012,11
Melbourne,Royal Brunei Airlines,31,31,2012,12
Melbourne,Singapore Airlines,93,93,2012,1
Melbourne,Thai Airways International,53,53,2012,2
Melbourne,United Airlines,30,30,2012,3
Melbourne,Vietnam Airlines,31,31,2012,4
Melbourne,Virgin Australia,111,110,2012,5
Norfolk Island,Air New Zealand,5,5,2012,6
Perth,Air Mauritius,9,9,2012,7
Perth,Air New Zealand,31,31,2012,8
Perth,AirAsia X,35,35,2012,9
Perth,Cathay Pacific Airways,44,41,2012,10
Perth,China Southern Airlines,13,13,2012,11
Perth,Emirates,62,62,2012,12
Perth,Garuda Indonesia,93,93,2012,1
Perth,Indonesia AirAsia,93,92,2012,2
Perth,Jetstar,84,84,2012,3
Perth,Jetstar Asia,31,31,2012,4
Perth,Malaysia Airlines,44,45,2012,5
Perth,Qantas Airways,74,72,2012,6
Perth,Qatar Airways,13,13,2012,7
Perth,Singapore Airlines,93,93,2012,8
Perth,South African Airways,27,27,2012,9
Perth,Thai Airways International,31,31,2012,10
Perth,Tigerair,31,31,2012,11
Perth,Virgin Australia,58,58,2012,12
Sunshine Coast,Air New Zealand,10,10,2012,1
Sydney,Aerolineas Argentinas,12,12,2012,2
Sydney,Air Austral,9,9,2012,3
Sydney,Air Caledonie,18,17,2012,4
Sydney,Air Canada,30,31,2012,5
Sydney,Air China,40,40,2012,6
Sydney,Air New Zealand,290,291,2012,7
Sydney,Air Niugini,5,9,2012,8
Sydney,Air Vanuatu,30,31,2012,9
Sydney,AirAsia X,31,31,2012,10
Sydney,Asiana Airlines,29,29,2012,11
Sydney,British Airways,31,31,2012,12
Sydney,Cathay Pacific Airways,115,115,2012,1
Sydney,China Airlines,17,17,2012,2
Sydney,China Eastern Airlines,31,31,2012,3
Sydney,China Southern Airlines,62,62,2012,4
Sydney,Delta Air Lines,31,31,2012,5
Sydney,Emirates,155,155,2012,6
Sydney,Etihad Airways,49,49,2012,7
Sydney,Fiji Airways,56,56,2012,8
Sydney,Garuda Indonesia,62,62,2012,9
Sydney,Hawaiian Airlines,31,31,2012,10
Sydney,Japan Airlines,31,31,2012,11
Sydney,Jetstar,189,189,2012,12
Sydney,Korean Air,31,31,2012,1
Sydney,LATAM Airlines,24,25,2012,2
Sydney,Malaysia Airlines,62,62,2012,3
Sydney,Philippine Airlines,22,22,2012,4
Sydney,Qantas Airways,673,673,2012,5
Sydney,Scoot,31,31,2012,6
Sydney,Singapore Airlines,124,124,2012,7
Sydney,Thai Airways International,53,53,2012,8
Sydney,United Airlines,62,60,2012,9
Sydney,Vietnam Airlines,30,30,2012,10
Sydney,Virgin Atlantic Airways,31,31,2012,11
Sydney,Virgin Australia,166,168,2012,12
Sydney,Virgin Samoa,13,13,2012,1
Adelaide,Air New Zealand,18,18,2012,2
Adelaide,Cathay Pacific Airways,31,31,2012,3
Adelaide,Malaysia Airlines,27,26,2012,4
Adelaide,Qantas Airways,13,13,2012,5
Adelaide,Singapore Airlines,43,43,2012,6
Adelaide,Virgin Australia,22,22,2012,7
Brisbane,Air Caledonie,8,8,2012,8
Brisbane,Air New Zealand,117,117,2012,9
Brisbane,Air Niugini,50,47,2012,10
Brisbane,Air Vanuatu,13,13,2012,11
Brisbane,Cathay Pacific Airways,48,49,2012,12
Brisbane,China Airlines,25,24,2012,1
Brisbane,China Southern Airlines,17,17,2012,2
Brisbane,Emirates,93,93,2012,3
Brisbane,Etihad Airways,13,13,2012,4
Brisbane,Eva Air,8,8,2012,5
Brisbane,Fiji Airways,31,31,2012,6
Brisbane,Jetstar,13,26,2012,7
Brisbane,Korean Air,17,17,2012,8
Brisbane,Malaysia Airlines,22,22,2012,9
Brisbane,Nauru Airlines,5,4,2012,10
Brisbane,Qantas Airways,176,144,2012,11
Brisbane,Singapore Airlines,93,93,2012,12
Brisbane,Solomon Airlines,18,18,2012,1
Brisbane,Thai Airways International,22,22,2012,2
Brisbane,Virgin Australia,355,356,2012,3
Brisbane,Virgin Samoa,5,4,2012,4
Cairns,Air New Zealand,27,27,2012,5
Cairns,Air Niugini,40,39,2012,6
Cairns,Airlines PNG,9,8,2012,7
Cairns,Cathay Pacific Airways,31,31,2012,8
Cairns,Jetstar,82,73,2012,9
Cairns,Qantas Airways,53,53,2012,10
Cairns,United Airlines,9,9,2012,11
Darwin,Jetstar,93,93,2012,12
Darwin,Silk Air,18,17,2012,1
Gold Coast,Air New Zealand,32,32,2012,2
Gold Coast,AirAsia X,22,21,2012,3
Gold Coast,Jetstar,92,92,2012,4
Gold Coast,Scoot,22,22,2012,5
Gold Coast,Virgin Australia,26,26,2012,6
Melbourne,Air China,19,19,2012,7
Melbourne,Air New Zealand,154,153,2012,8
Melbourne,Air Vanuatu,5,5,2012,9
Melbourne,AirAsia X,31,31,2012,10
Melbourne,Cathay Pacific Airways,93,93,2012,11
Melbourne,China Eastern Airlines,31,31,2012,12
Melbourne,China Southern Airlines,45,45,2012,1
Melbourne,Emirates,123,123,2012,2
Melbourne,Etihad Airways,31,31,2012,3
Melbourne,Fiji Airways,21,21,2012,4
Melbourne,Garuda Indonesia,40,40,2012,5
Melbourne,Jetstar,169,169,2012,6
Melbourne,Korean Air,13,13,2012,7
Melbourne,Malaysia Airlines,62,62,2012,8
Melbourne,Philippine Airlines,22,22,2012,9
Melbourne,Qantas Airways,214,213,2012,10
Melbourne,Qatar Airways,31,31,2012,11
Melbourne,Royal Brunei Airlines,31,30,2012,12
Melbourne,Singapore Airlines,93,93,2012,1
Melbourne,Thai Airways International,53,53,2012,2
Melbourne,United Airlines,31,30,2012,3
Melbourne,Vietnam Airlines,27,27,2012,4
Melbourne,Virgin Australia,110,110,2012,5
Norfolk Island,Air New Zealand,4,4,2012,6
Perth,Air Mauritius,8,9,2012,7
Perth,Air New Zealand,31,31,2012,8
Perth,AirAsia X,38,38,2012,9
Perth,Cathay Pacific Airways,41,41,2012,10
Perth,China Southern Airlines,14,14,2012,11
Perth,Emirates,62,62,2012,12
Perth,Garuda Indonesia,87,87,2012,1
Perth,Indonesia AirAsia,93,93,2012,2
Perth,Jetstar,75,75,2012,3
Perth,Jetstar Asia,31,31,2012,4
Perth,Malaysia Airlines,44,44,2012,5
Perth,Qantas Airways,70,71,2012,6
Perth,Qatar Airways,13,13,2012,7
Perth,Singapore Airlines,93,93,2012,8
Perth,South African Airways,29,29,2012,9
Perth,Thai Airways International,30,30,2012,10
Perth,Tigerair,31,31,2012,11
Perth,Virgin Australia,57,56,2012,12
Sunshine Coast,Air New Zealand,8,8,2012,1
Sydney,Aerolineas Argentinas,14,14,2012,2
Sydney,Air Austral,4,4,2012,3
Sydney,Air Caledonie,15,16,2012,4
Sydney,Air Canada,31,31,2012,5
Sydney,Air China,40,40,2012,6
Sydney,Air New Zealand,271,269,2012,7
Sydney,Air Niugini,9,7,2012,8
